InvoiceID,ClientID,ClientName,Industry,ServiceType,Consultant,HoursWorked,HourlyRate,InvoiceAmount,InvoiceDate,DueDate,PaymentStatus,City,RevenuePerHour,PaymentDelay
200498,5028,Client_102,Finance,Advisory,Consultant_19,11,350,3850,2026-01-15T00:00:00Z,2026-04-16T00:00:00Z,Unpaid,Durban,350,91
200499,6271,Client_799,Tech,Bookkeeping,Consultant_6,9,450,4050,2026-02-04T00:00:00Z,2026-04-09T00:00:00Z,Paid,Cape Town,450,64
200500,6366,Client_684,Tech,Consulting,Consultant_7,11,350,3850,2026-01-28T00:00:00Z,2026-04-30T00:00:00Z,Paid,Durban,350,92
200501,7201,Client_290,Tech,Consulting,Consultant_13,19,350,6650,2026-01-31T00:00:00Z,2026-05-25T00:00:00Z,Unpaid,Cape Town,350,114
200502,5634,Client_469,Retail,Advisory,Consultant_10,7,500,3500,2026-03-30T00:00:00Z,2026-04-02T00:00:00Z,Paid,Pretoria,500,3
200503,6414,Client_51,Manufacturing,Bookkeeping,Consultant_10,7,450,3150,2026-03-19T00:00:00Z,2026-05-15T00:00:00Z,Paid,Durban,450,57
200504,8720,Client_165,Manufacturing,Bookkeeping,Consultant_8,7,600,4200,2026-02-06T00:00:00Z,2026-06-18T00:00:00Z,Paid,Johannesburg,600,132
200505,5942,Client_689,Retail,Data Analysis,Consultant_30,16,500,8000,2026-02-18T00:00:00Z,2026-05-01T00:00:00Z,Paid,Cape Town,500,72
200506,7003,Client_708,Tech,Advisory,Consultant_3,16,450,7200,2026-03-10T00:00:00Z,2026-06-15T00:00:00Z,Paid,Cape Town,450,97
200507,5200,Client_91,Retail,Data Analysis,Consultant_8,17,500,8500,2026-03-06T00:00:00Z,2026-05-07T00:00:00Z,Unpaid,Pretoria,500,62
200508,6009,Client_645,Retail,Advisory,Consultant_14,19,350,6650,2026-03-14T00:00:00Z,2026-05-09T00:00:00Z,Paid,Pretoria,350,56
200509,5546,Client_364,Tech,Bookkeeping,Consultant_25,12,600,7200,2026-03-08T00:00:00Z,2026-06-12T00:00:00Z,Unpaid,Durban,600,96
200510,5941,Client_644,Finance,Data Analysis,Consultant_24,6,500,3000,2026-03-21T00:00:00Z,2026-05-29T00:00:00Z,Paid,Pretoria,500,69
200511,7793,Client_77,Manufacturing,Consulting,Consultant_10,8,350,2800,2026-03-02T00:00:00Z,2026-04-10T00:00:00Z,Paid,Cape Town,350,39
200512,7370,Client_192,Manufacturing,Data Analysis,Consultant_21,11,350,3850,2026-02-21T00:00:00Z,2026-04-23T00:00:00Z,Paid,Johannesburg,350,61
200513,5853,Client_176,Tech,Advisory,Consultant_1,19,350,6650,2026-01-21T00:00:00Z,2026-04-17T00:00:00Z,Unpaid,Pretoria,350,86
200514,8051,Client_685,Healthcare,Bookkeeping,Consultant_14,5,350,1750,2026-02-02T00:00:00Z,2026-04-23T00:00:00Z,Unpaid,Cape Town,350,80
200515,8703,Client_545,Retail,Consulting,Consultant_29,13,450,5850,2026-03-14T00:00:00Z,2026-04-21T00:00:00Z,Paid,Durban,450,38
200516,5355,Client_338,Healthcare,Advisory,Consultant_3,10,600,6000,2026-02-20T00:00:00Z,2026-04-12T00:00:00Z,Paid,Cape Town,600,51
200517,5405,Client_745,Retail,Advisory,Consultant_19,17,600,10200,2026-02-13T00:00:00Z,2026-06-25T00:00:00Z,Unpaid,Cape Town,600,132
200518,7023,Client_49,Tech,Advisory,Consultant_9,9,350,3150,2026-01-02T00:00:00Z,2026-06-12T00:00:00Z,Unpaid,Cape Town,350,161
200519,6334,Client_674,Healthcare,Data Analysis,Consultant_29,16,500,8000,2026-03-18T00:00:00Z,2026-05-20T00:00:00Z,Paid,Johannesburg,500,63
200520,7233,Client_536,Tech,Data Analysis,Consultant_15,13,500,6500,2026-03-08T00:00:00Z,2026-05-09T00:00:00Z,Paid,Cape Town,500,62
200521,5196,Client_290,Finance,Data Analysis,Consultant_17,17,500,8500,2026-02-24T00:00:00Z,2026-05-18T00:00:00Z,Unpaid,Cape Town,500,83
200522,5023,Client_567,Retail,Consulting,Consultant_3,8,450,3600,2026-01-13T00:00:00Z,2026-04-07T00:00:00Z,Paid,Durban,450,84
200523,8478,Client_677,Finance,Bookkeeping,Consultant_30,5,600,3000,2026-02-10T00:00:00Z,2026-04-14T00:00:00Z,Unpaid,Cape Town,600,63
200524,6730,Client_358,Tech,Advisory,Consultant_7,18,500,9000,2026-03-18T00:00:00Z,2026-04-11T00:00:00Z,Unpaid,Durban,500,24
200525,7732,Client_444,Finance,Advisory,Consultant_15,5,600,3000,2026-02-09T00:00:00Z,2026-04-10T00:00:00Z,Paid,Cape Town,600,60
200526,5996,Client_140,Tech,Bookkeeping,Consultant_21,12,600,7200,2026-01-08T00:00:00Z,2026-04-07T00:00:00Z,Unpaid,Cape Town,600,89
200527,8470,Client_708,Healthcare,Data Analysis,Consultant_22,7,350,2450,2026-01-12T00:00:00Z,2026-05-27T00:00:00Z,Unpaid,Johannesburg,350,135
200528,5938,Client_783,Retail,Bookkeeping,Consultant_24,14,450,6300,2026-01-13T00:00:00Z,2026-05-26T00:00:00Z,Unpaid,Johannesburg,450,133
200529,5127,Client_148,Manufacturing,Data Analysis,Consultant_2,16,350,5600,2026-01-24T00:00:00Z,2026-06-10T00:00:00Z,Paid,Pretoria,350,137
200530,7692,Client_520,Finance,Advisory,Consultant_14,6,350,2100,2026-03-22T00:00:00Z,2026-06-07T00:00:00Z,Unpaid,Pretoria,350,77
200531,8799,Client_413,Retail,Data Analysis,Consultant_25,17,350,5950,2026-01-19T00:00:00Z,2026-05-01T00:00:00Z,Unpaid,Pretoria,350,102
200532,8117,Client_489,Finance,Bookkeeping,Consultant_1,13,450,5850,2026-03-17T00:00:00Z,2026-06-27T00:00:00Z,Unpaid,Johannesburg,450,102
200533,5701,Client_376,Manufacturing,Advisory,Consultant_29,6,600,3600,2026-03-17T00:00:00Z,2026-04-21T00:00:00Z,Unpaid,Cape Town,600,35
200534,8245,Client_567,Tech,Data Analysis,Consultant_15,10,450,4500,2026-03-30T00:00:00Z,2026-04-17T00:00:00Z,Unpaid,Cape Town,450,18
200535,5904,Client_263,Healthcare,Consulting,Consultant_24,7,500,3500,2026-03-11T00:00:00Z,2026-04-04T00:00:00Z,Unpaid,Cape Town,500,24
200536,5796,Client_167,Retail,Data Analysis,Consultant_1,12,600,7200,2026-01-12T00:00:00Z,2026-04-07T00:00:00Z,Unpaid,Cape Town,600,85
200537,6098,Client_546,Retail,Bookkeeping,Consultant_1,11,450,4950,2026-02-24T00:00:00Z,2026-04-22T00:00:00Z,Paid,Durban,450,57
200538,8754,Client_343,Retail,Bookkeeping,Consultant_19,9,450,4050,2026-02-26T00:00:00Z,2026-05-30T00:00:00Z,Paid,Pretoria,450,93
200539,6221,Client_303,Retail,Data Analysis,Consultant_1,9,450,4050,2026-03-01T00:00:00Z,2026-05-02T00:00:00Z,Paid,Pretoria,450,62
200540,7494,Client_78,Tech,Data Analysis,Consultant_3,17,350,5950,2026-03-27T00:00:00Z,2026-06-23T00:00:00Z,Paid,Johannesburg,350,88
200541,5501,Client_107,Retail,Consulting,Consultant_26,13,600,7800,2026-03-14T00:00:00Z,2026-05-05T00:00:00Z,Unpaid,Cape Town,600,52
200542,5760,Client_599,Manufacturing,Consulting,Consultant_30,20,450,9000,2026-03-02T00:00:00Z,2026-04-20T00:00:00Z,Unpaid,Pretoria,450,49
200543,6947,Client_47,Finance,Consulting,Consultant_20,5,350,1750,2026-01-16T00:00:00Z,2026-06-29T00:00:00Z,Paid,Cape Town,350,164
200544,5245,Client_228,Finance,Bookkeeping,Consultant_29,10,600,6000,2026-03-04T00:00:00Z,2026-04-28T00:00:00Z,Unpaid,Durban,600,55
200545,8077,Client_769,Healthcare,Data Analysis,Consultant_13,13,350,4550,2026-03-25T00:00:00Z,2026-05-31T00:00:00Z,Paid,Pretoria,350,67
200546,6925,Client_515,Retail,Data Analysis,Consultant_28,19,500,9500,2026-03-16T00:00:00Z,2026-05-14T00:00:00Z,Unpaid,Johannesburg,500,59
200547,6703,Client_327,Tech,Consulting,Consultant_21,6,600,3600,2026-02-22T00:00:00Z,2026-04-19T00:00:00Z,Paid,Cape Town,600,56
200548,5407,Client_585,Finance,Advisory,Consultant_24,6,600,3600,2026-03-11T00:00:00Z,2026-04-12T00:00:00Z,Paid,Durban,600,32
200549,8237,Client_347,Finance,Consulting,Consultant_22,8,500,4000,2026-03-08T00:00:00Z,2026-04-18T00:00:00Z,Paid,Johannesburg,500,41
200550,7538,Client_141,Tech,Consulting,Consultant_5,20,450,9000,2026-03-08T00:00:00Z,2026-06-03T00:00:00Z,Paid,Cape Town,450,87
200551,5961,Client_274,Finance,Bookkeeping,Consultant_24,12,350,4200,2026-03-05T00:00:00Z,2026-06-02T00:00:00Z,Unpaid,Durban,350,89
200552,6081,Client_19,Manufacturing,Bookkeeping,Consultant_8,7,600,4200,2026-02-27T00:00:00Z,2026-05-26T00:00:00Z,Unpaid,Johannesburg,600,88
200553,8983,Client_676,Finance,Consulting,Consultant_4,20,350,7000,2026-01-23T00:00:00Z,2026-06-13T00:00:00Z,Paid,Cape Town,350,141
200554,8225,Client_214,Tech,Consulting,Consultant_17,15,450,6750,2026-01-26T00:00:00Z,2026-06-22T00:00:00Z,Unpaid,Johannesburg,450,147
200555,5972,Client_273,Tech,Data Analysis,Consultant_19,20,450,9000,2026-03-30T00:00:00Z,2026-06-10T00:00:00Z,Paid,Johannesburg,450,72
200556,5067,Client_391,Manufacturing,Data Analysis,Consultant_7,20,600,12000,2026-02-19T00:00:00Z,2026-04-08T00:00:00Z,Unpaid,Pretoria,600,48
200557,8639,Client_480,Tech,Advisory,Consultant_9,16,600,9600,2026-01-08T00:00:00Z,2026-04-12T00:00:00Z,Paid,Cape Town,600,94
200558,6858,Client_560,Manufacturing,Bookkeeping,Consultant_30,15,450,6750,2026-01-24T00:00:00Z,2026-06-10T00:00:00Z,Unpaid,Durban,450,137
200559,6228,Client_603,Tech,Consulting,Consultant_7,9,450,4050,2026-01-02T00:00:00Z,2026-06-04T00:00:00Z,Paid,Cape Town,450,153
200560,7114,Client_407,Manufacturing,Bookkeeping,Consultant_4,8,500,4000,2026-03-13T00:00:00Z,2026-05-22T00:00:00Z,Paid,Durban,500,70
200561,8885,Client_519,Healthcare,Bookkeeping,Consultant_13,7,450,3150,2026-03-09T00:00:00Z,2026-05-09T00:00:00Z,Unpaid,Cape Town,450,61
200562,7568,Client_269,Healthcare,Bookkeeping,Consultant_6,16,500,8000,2026-02-24T00:00:00Z,2026-05-29T00:00:00Z,Paid,Cape Town,500,94
200563,8567,Client_553,Tech,Advisory,Consultant_19,20,450,9000,2026-01-18T00:00:00Z,2026-06-27T00:00:00Z,Unpaid,Cape Town,450,160
200564,5403,Client_190,Healthcare,Advisory,Consultant_10,16,450,7200,2026-01-17T00:00:00Z,2026-05-07T00:00:00Z,Unpaid,Johannesburg,450,110
200565,8502,Client_505,Manufacturing,Data Analysis,Consultant_3,14,500,7000,2026-03-17T00:00:00Z,2026-05-29T00:00:00Z,Unpaid,Pretoria,500,73
200566,5386,Client_401,Manufacturing,Consulting,Consultant_20,11,600,6600,2026-01-30T00:00:00Z,2026-06-27T00:00:00Z,Unpaid,Durban,600,148
200567,7432,Client_391,Retail,Consulting,Consultant_24,16,350,5600,2026-02-15T00:00:00Z,2026-05-07T00:00:00Z,Paid,Cape Town,350,81
200568,6630,Client_209,Finance,Advisory,Consultant_27,18,500,9000,2026-02-25T00:00:00Z,2026-04-29T00:00:00Z,Paid,Cape Town,500,63
200569,7038,Client_187,Manufacturing,Advisory,Consultant_19,8,600,4800,2026-03-03T00:00:00Z,2026-04-26T00:00:00Z,Unpaid,Cape Town,600,54
200570,7509,Client_26,Manufacturing,Data Analysis,Consultant_5,5,600,3000,2026-02-27T00:00:00Z,2026-04-09T00:00:00Z,Unpaid,Cape Town,600,41
200571,5225,Client_411,Retail,Advisory,Consultant_16,10,600,6000,2026-02-02T00:00:00Z,2026-06-21T00:00:00Z,Paid,Durban,600,139
200572,8733,Client_201,Finance,Data Analysis,Consultant_12,11,350,3850,2026-03-31T00:00:00Z,2026-06-08T00:00:00Z,Unpaid,Pretoria,350,69
200573,5411,Client_169,Tech,Data Analysis,Consultant_22,10,450,4500,2026-03-20T00:00:00Z,2026-06-18T00:00:00Z,Unpaid,Cape Town,450,90
200574,8666,Client_523,Retail,Bookkeeping,Consultant_28,18,350,6300,2026-03-29T00:00:00Z,2026-04-29T00:00:00Z,Unpaid,Cape Town,350,31
200575,5839,Client_604,Manufacturing,Data Analysis,Consultant_14,18,350,6300,2026-03-12T00:00:00Z,2026-06-24T00:00:00Z,Paid,Durban,350,104
200576,8858,Client_269,Manufacturing,Consulting,Consultant_20,11,450,4950,2026-01-14T00:00:00Z,2026-05-30T00:00:00Z,Unpaid,Johannesburg,450,136
200577,7387,Client_179,Manufacturing,Advisory,Consultant_22,17,350,5950,2026-01-12T00:00:00Z,2026-06-24T00:00:00Z,Unpaid,Cape Town,350,163
200578,6291,Client_71,Finance,Data Analysis,Consultant_29,6,500,3000,2026-01-04T00:00:00Z,2026-05-23T00:00:00Z,Paid,Durban,500,139
200579,8858,Client_467,Finance,Data Analysis,Consultant_26,10,450,4500,2026-02-11T00:00:00Z,2026-06-15T00:00:00Z,Paid,Johannesburg,450,124
200580,6863,Client_293,Tech,Consulting,Consultant_9,10,600,6000,2026-02-20T00:00:00Z,2026-05-14T00:00:00Z,Unpaid,Pretoria,600,83
200581,7749,Client_230,Finance,Advisory,Consultant_3,18,350,6300,2026-02-24T00:00:00Z,2026-04-04T00:00:00Z,Unpaid,Cape Town,350,39
200582,7480,Client_694,Manufacturing,Bookkeeping,Consultant_26,7,450,3150,2026-01-05T00:00:00Z,2026-04-26T00:00:00Z,Paid,Cape Town,450,111
200583,8557,Client_704,Tech,Bookkeeping,Consultant_16,11,500,5500,2026-01-21T00:00:00Z,2026-05-05T00:00:00Z,Paid,Cape Town,500,104
200584,6130,Client_84,Finance,Consulting,Consultant_9,8,600,4800,2026-02-09T00:00:00Z,2026-06-20T00:00:00Z,Unpaid,Cape Town,600,131
200585,7110,Client_696,Healthcare,Advisory,Consultant_12,20,500,10000,2026-02-03T00:00:00Z,2026-04-01T00:00:00Z,Paid,Cape Town,500,57
200586,7753,Client_332,Manufacturing,Data Analysis,Consultant_19,6,350,2100,2026-03-01T00:00:00Z,2026-05-19T00:00:00Z,Unpaid,Pretoria,350,79
200587,8136,Client_224,Healthcare,Data Analysis,Consultant_26,11,500,5500,2026-02-22T00:00:00Z,2026-04-25T00:00:00Z,Unpaid,Cape Town,500,62
200588,7031,Client_585,Retail,Bookkeeping,Consultant_1,8,350,2800,2026-03-30T00:00:00Z,2026-06-03T00:00:00Z,Paid,Cape Town,350,65
200589,7868,Client_412,Manufacturing,Data Analysis,Consultant_12,18,500,9000,2026-03-11T00:00:00Z,2026-05-28T00:00:00Z,Paid,Johannesburg,500,78
200590,7248,Client_598,Healthcare,Consulting,Consultant_4,11,600,6600,2026-02-13T00:00:00Z,2026-05-27T00:00:00Z,Paid,Cape Town,600,103
200591,8582,Client_541,Healthcare,Consulting,Consultant_12,8,450,3600,2026-03-24T00:00:00Z,2026-04-18T00:00:00Z,Unpaid,Cape Town,450,25
200592,8467,Client_746,Healthcare,Consulting,Consultant_27,17,500,8500,2026-02-23T00:00:00Z,2026-06-25T00:00:00Z,Unpaid,Cape Town,500,122
200593,5890,Client_396,Tech,Data Analysis,Consultant_9,10,500,5000,2026-03-22T00:00:00Z,2026-04-18T00:00:00Z,Paid,Pretoria,500,27
200594,8748,Client_641,Retail,Bookkeeping,Consultant_19,20,450,9000,2026-02-22T00:00:00Z,2026-04-01T00:00:00Z,Unpaid,Pretoria,450,38
200595,6313,Client_245,Healthcare,Bookkeeping,Consultant_2,15,450,6750,2026-01-29T00:00:00Z,2026-05-28T00:00:00Z,Paid,Cape Town,450,119
200596,6461,Client_281,Finance,Data Analysis,Consultant_13,17,450,7650,2026-03-09T00:00:00Z,2026-06-08T00:00:00Z,Paid,Durban,450,91
200597,8029,Client_414,Healthcare,Bookkeeping,Consultant_4,5,350,1750,2026-03-04T00:00:00Z,2026-06-20T00:00:00Z,Paid,Cape Town,350,108
200598,8213,Client_609,Retail,Bookkeeping,Consultant_22,16,500,8000,2026-01-29T00:00:00Z,2026-05-12T00:00:00Z,Unpaid,Pretoria,500,103
200599,5295,Client_381,Tech,Advisory,Consultant_7,8,450,3600,2026-02-24T00:00:00Z,2026-04-18T00:00:00Z,Unpaid,Cape Town,450,53
200600,6251,Client_686,Tech,Consulting,Consultant_24,7,600,4200,2026-03-31T00:00:00Z,2026-05-06T00:00:00Z,Unpaid,Cape Town,600,36
200601,8869,Client_696,Tech,Advisory,Consultant_23,20,600,12000,2026-02-20T00:00:00Z,2026-04-16T00:00:00Z,Unpaid,Durban,600,55
200602,6430,Client_731,Tech,Advisory,Consultant_22,10,600,6000,2026-03-15T00:00:00Z,2026-05-27T00:00:00Z,Paid,Cape Town,600,73
200603,5566,Client_682,Tech,Consulting,Consultant_23,6,350,2100,2026-01-04T00:00:00Z,2026-05-17T00:00:00Z,Paid,Cape Town,350,133
200604,7631,Client_530,Healthcare,Bookkeeping,Consultant_22,9,600,5400,2026-02-28T00:00:00Z,2026-06-20T00:00:00Z,Paid,Cape Town,600,112
200605,5026,Client_286,Tech,Consulting,Consultant_29,16,450,7200,2026-02-28T00:00:00Z,2026-04-09T00:00:00Z,Paid,Johannesburg,450,40
200606,7822,Client_536,Tech,Consulting,Consultant_10,14,600,8400,2026-02-08T00:00:00Z,2026-06-15T00:00:00Z,Paid,Johannesburg,600,127
200607,6450,Client_707,Tech,Consulting,Consultant_29,11,450,4950,2026-01-06T00:00:00Z,2026-06-13T00:00:00Z,Unpaid,Pretoria,450,158
200608,6394,Client_553,Retail,Bookkeeping,Consultant_6,7,500,3500,2026-01-12T00:00:00Z,2026-05-20T00:00:00Z,Paid,Durban,500,128
200609,5696,Client_222,Manufacturing,Consulting,Consultant_17,9,350,3150,2026-01-18T00:00:00Z,2026-05-14T00:00:00Z,Paid,Cape Town,350,116
200610,6724,Client_152,Manufacturing,Consulting,Consultant_11,5,350,1750,2026-02-21T00:00:00Z,2026-04-09T00:00:00Z,Paid,Durban,350,47
200611,7080,Client_118,Finance,Advisory,Consultant_11,5,350,1750,2026-02-01T00:00:00Z,2026-04-01T00:00:00Z,Unpaid,Durban,350,59
200612,6045,Client_564,Finance,Bookkeeping,Consultant_22,13,600,7800,2026-02-27T00:00:00Z,2026-06-27T00:00:00Z,Unpaid,Cape Town,600,120
200613,8278,Client_783,Healthcare,Consulting,Consultant_12,16,500,8000,2026-02-09T00:00:00Z,2026-06-21T00:00:00Z,Unpaid,Durban,500,132
200614,7065,Client_640,Finance,Advisory,Consultant_7,16,500,8000,2026-01-18T00:00:00Z,2026-06-28T00:00:00Z,Paid,Cape Town,500,161
200615,8827,Client_174,Healthcare,Bookkeeping,Consultant_20,9,600,5400,2026-02-19T00:00:00Z,2026-05-07T00:00:00Z,Paid,Durban,600,77
200616,5717,Client_543,Tech,Data Analysis,Consultant_12,18,350,6300,2026-03-05T00:00:00Z,2026-06-07T00:00:00Z,Paid,Cape Town,350,94
200617,8618,Client_224,Manufacturing,Advisory,Consultant_2,9,350,3150,2026-03-04T00:00:00Z,2026-04-27T00:00:00Z,Unpaid,Cape Town,350,54
200618,8969,Client_77,Finance,Advisory,Consultant_5,11,350,3850,2026-01-13T00:00:00Z,2026-06-20T00:00:00Z,Unpaid,Johannesburg,350,158
200619,8684,Client_318,Retail,Advisory,Consultant_19,9,350,3150,2026-03-16T00:00:00Z,2026-04-08T00:00:00Z,Unpaid,Cape Town,350,23
200620,8580,Client_564,Manufacturing,Data Analysis,Consultant_28,10,350,3500,2026-02-27T00:00:00Z,2026-05-15T00:00:00Z,Paid,Johannesburg,350,77
200621,8915,Client_60,Healthcare,Consulting,Consultant_15,7,350,2450,2026-02-04T00:00:00Z,2026-04-08T00:00:00Z,Paid,Pretoria,350,63
200622,7657,Client_77,Finance,Data Analysis,Consultant_18,11,350,3850,2026-01-06T00:00:00Z,2026-05-10T00:00:00Z,Unpaid,Durban,350,124
200623,5292,Client_577,Healthcare,Data Analysis,Consultant_13,10,450,4500,2026-03-04T00:00:00Z,2026-04-13T00:00:00Z,Unpaid,Cape Town,450,40
200624,8501,Client_259,Tech,Consulting,Consultant_19,5,350,1750,2026-01-15T00:00:00Z,2026-05-25T00:00:00Z,Unpaid,Johannesburg,350,130
200625,8507,Client_36,Healthcare,Advisory,Consultant_8,19,600,11400,2026-03-31T00:00:00Z,2026-05-10T00:00:00Z,Unpaid,Johannesburg,600,40
200626,7946,Client_138,Tech,Advisory,Consultant_28,6,350,2100,2026-02-13T00:00:00Z,2026-04-06T00:00:00Z,Paid,Johannesburg,350,52
200627,7008,Client_395,Retail,Consulting,Consultant_11,6,350,2100,2026-01-03T00:00:00Z,2026-05-31T00:00:00Z,Unpaid,Johannesburg,350,148
200628,5438,Client_695,Healthcare,Consulting,Consultant_1,6,500,3000,2026-01-04T00:00:00Z,2026-06-24T00:00:00Z,Paid,Durban,500,171
200629,6923,Client_111,Manufacturing,Consulting,Consultant_28,12,450,5400,2026-03-27T00:00:00Z,2026-04-06T00:00:00Z,Paid,Cape Town,450,10
200630,7091,Client_175,Manufacturing,Data Analysis,Consultant_13,10,500,5000,2026-03-18T00:00:00Z,2026-06-01T00:00:00Z,Paid,Durban,500,75
200631,8433,Client_420,Manufacturing,Advisory,Consultant_11,10,500,5000,2026-03-24T00:00:00Z,2026-04-11T00:00:00Z,Paid,Cape Town,500,18
200632,8225,Client_793,Retail,Bookkeeping,Consultant_2,17,450,7650,2026-02-11T00:00:00Z,2026-04-04T00:00:00Z,Paid,Cape Town,450,52
200633,8631,Client_499,Finance,Advisory,Consultant_7,7,500,3500,2026-03-05T00:00:00Z,2026-06-01T00:00:00Z,Paid,Cape Town,500,88
200634,6323,Client_226,Manufacturing,Advisory,Consultant_5,14,600,8400,2026-03-01T00:00:00Z,2026-04-13T00:00:00Z,Paid,Johannesburg,600,43
200635,8739,Client_133,Manufacturing,Advisory,Consultant_12,13,450,5850,2026-01-25T00:00:00Z,2026-05-23T00:00:00Z,Paid,Cape Town,450,118
200636,7420,Client_424,Tech,Data Analysis,Consultant_21,10,600,6000,2026-03-15T00:00:00Z,2026-06-20T00:00:00Z,Paid,Pretoria,600,97
200637,6906,Client_360,Retail,Data Analysis,Consultant_20,15,500,7500,2026-02-25T00:00:00Z,2026-05-21T00:00:00Z,Unpaid,Cape Town,500,85
200638,6690,Client_543,Healthcare,Bookkeeping,Consultant_14,5,450,2250,2026-01-21T00:00:00Z,2026-04-08T00:00:00Z,Unpaid,Johannesburg,450,77
200639,6011,Client_178,Finance,Bookkeeping,Consultant_13,15,450,6750,2026-03-02T00:00:00Z,2026-04-01T00:00:00Z,Paid,Johannesburg,450,30
200640,7425,Client_463,Retail,Consulting,Consultant_13,6,350,2100,2026-01-06T00:00:00Z,2026-05-05T00:00:00Z,Unpaid,Cape Town,350,119
200641,7474,Client_747,Retail,Data Analysis,Consultant_30,17,450,7650,2026-01-17T00:00:00Z,2026-04-09T00:00:00Z,Unpaid,Cape Town,450,82
200642,7892,Client_513,Finance,Bookkeeping,Consultant_18,7,500,3500,2026-01-22T00:00:00Z,2026-06-03T00:00:00Z,Unpaid,Cape Town,500,132
200643,6600,Client_248,Retail,Data Analysis,Consultant_18,9,600,5400,2026-03-31T00:00:00Z,2026-04-25T00:00:00Z,Paid,Johannesburg,600,25
200644,6390,Client_613,Retail,Advisory,Consultant_14,14,500,7000,2026-01-05T00:00:00Z,2026-05-22T00:00:00Z,Unpaid,Cape Town,500,137
200645,7341,Client_734,Retail,Consulting,Consultant_1,17,600,10200,2026-03-12T00:00:00Z,2026-05-14T00:00:00Z,Unpaid,Johannesburg,600,63
200646,6366,Client_563,Healthcare,Advisory,Consultant_26,6,500,3000,2026-03-19T00:00:00Z,2026-06-20T00:00:00Z,Paid,Cape Town,500,93
200647,8719,Client_52,Finance,Bookkeeping,Consultant_16,20,500,10000,2026-03-25T00:00:00Z,2026-06-03T00:00:00Z,Unpaid,Durban,500,70
200648,8650,Client_98,Retail,Data Analysis,Consultant_10,20,600,12000,2026-02-15T00:00:00Z,2026-05-05T00:00:00Z,Paid,Pretoria,600,79
200649,6929,Client_667,Tech,Bookkeeping,Consultant_4,16,600,9600,2026-03-21T00:00:00Z,2026-04-25T00:00:00Z,Unpaid,Johannesburg,600,35
200650,5302,Client_52,Retail,Bookkeeping,Consultant_6,5,500,2500,2026-01-14T00:00:00Z,2026-05-05T00:00:00Z,Paid,Johannesburg,500,111
200651,8836,Client_571,Retail,Data Analysis,Consultant_30,16,450,7200,2026-02-04T00:00:00Z,2026-04-20T00:00:00Z,Paid,Cape Town,450,75
200652,6765,Client_717,Finance,Bookkeeping,Consultant_27,5,600,3000,2026-01-04T00:00:00Z,2026-05-15T00:00:00Z,Paid,Durban,600,131
200653,7043,Client_144,Finance,Consulting,Consultant_8,11,450,4950,2026-02-06T00:00:00Z,2026-05-29T00:00:00Z,Paid,Cape Town,450,112
200654,8581,Client_511,Retail,Consulting,Consultant_21,19,450,8550,2026-03-07T00:00:00Z,2026-06-24T00:00:00Z,Unpaid,Pretoria,450,109
200655,5710,Client_295,Manufacturing,Consulting,Consultant_26,16,600,9600,2026-02-04T00:00:00Z,2026-06-19T00:00:00Z,Paid,Cape Town,600,135
200656,6600,Client_527,Healthcare,Consulting,Consultant_9,18,450,8100,2026-02-24T00:00:00Z,2026-04-03T00:00:00Z,Paid,Pretoria,450,38
200657,5149,Client_647,Retail,Consulting,Consultant_25,19,600,11400,2026-02-20T00:00:00Z,2026-05-17T00:00:00Z,Paid,Pretoria,600,86
200658,7139,Client_595,Finance,Advisory,Consultant_16,16,500,8000,2026-01-06T00:00:00Z,2026-05-02T00:00:00Z,Paid,Pretoria,500,116
200659,6459,Client_199,Retail,Bookkeeping,Consultant_11,18,600,10800,2026-02-07T00:00:00Z,2026-05-23T00:00:00Z,Unpaid,Cape Town,600,105
200660,8586,Client_296,Healthcare,Consulting,Consultant_1,15,450,6750,2026-03-01T00:00:00Z,2026-06-22T00:00:00Z,Unpaid,Johannesburg,450,113
200661,8914,Client_456,Tech,Advisory,Consultant_17,5,600,3000,2026-03-19T00:00:00Z,2026-04-25T00:00:00Z,Paid,Cape Town,600,37
200662,5289,Client_66,Tech,Advisory,Consultant_15,6,500,3000,2026-03-22T00:00:00Z,2026-04-11T00:00:00Z,Paid,Pretoria,500,20
200663,8123,Client_234,Finance,Bookkeeping,Consultant_17,9,500,4500,2026-03-10T00:00:00Z,2026-06-12T00:00:00Z,Unpaid,Cape Town,500,94
200664,5355,Client_198,Tech,Consulting,Consultant_6,18,350,6300,2026-01-29T00:00:00Z,2026-05-02T00:00:00Z,Paid,Cape Town,350,93
200665,6351,Client_362,Finance,Consulting,Consultant_21,20,500,10000,2026-02-19T00:00:00Z,2026-04-14T00:00:00Z,Paid,Cape Town,500,54
200666,7745,Client_607,Manufacturing,Consulting,Consultant_13,17,600,10200,2026-01-22T00:00:00Z,2026-06-02T00:00:00Z,Paid,Johannesburg,600,131
200667,6956,Client_96,Manufacturing,Advisory,Consultant_18,16,500,8000,2026-01-05T00:00:00Z,2026-04-27T00:00:00Z,Unpaid,Cape Town,500,112
200668,8008,Client_291,Manufacturing,Advisory,Consultant_3,12,450,5400,2026-03-06T00:00:00Z,2026-04-08T00:00:00Z,Unpaid,Cape Town,450,33
