TransactionID,Date,Account,Type,Category,Subcategory,Amount,VendorClient,Description,PaymentMethod,Department,City,Month
300443,2026-03-15T00:00:00Z,Business,Income,Sales,Sales Sub,2618,Entity_709,Sales Transaction,Eft,Sales,Cape Town,2026-03
300444,2026-01-17T00:00:00Z,Card,Expense,Software,Software Sub,-5617,Entity_686,Software Transaction,Card,Operations,Cape Town,2026-01
300445,2026-02-25T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-18687,Entity_881,Consulting Transaction,Card,Sales,Johannesburg,2026-02
300446,2026-03-17T00:00:00Z,Business,Income,Sales,Sales Sub,8035,Entity_675,Sales Transaction,Cash,Sales,Durban,2026-03
300447,2026-02-04T00:00:00Z,Business,Income,Consulting,Consulting Sub,17633,Entity_800,Consulting Transaction,Cash,Admin,Durban,2026-02
300448,2026-02-04T00:00:00Z,Business,Income,Utilities,Utilities Sub,8599,Entity_719,Utilities Transaction,Eft,Admin,Pretoria,2026-02
300449,2026-03-20T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-8452,Entity_466,Marketing Transaction,Eft,Operations,Pretoria,2026-03
300450,2026-01-27T00:00:00Z,Card,Income,Rent,Rent Sub,18372,Entity_252,Rent Transaction,Card,Operations,Cape Town,2026-01
300451,2026-01-16T00:00:00Z,Business,Income,Travel,Travel Sub,3538,Entity_12,Travel Transaction,Eft,Operations,Durban,2026-01
300452,2026-01-05T00:00:00Z,Business,Income,Utilities,Utilities Sub,16813,Entity_610,Utilities Transaction,Eft,Admin,Cape Town,2026-01
300453,2026-02-03T00:00:00Z,Business,Income,Utilities,Utilities Sub,6847,Entity_894,Utilities Transaction,Eft,Admin,Johannesburg,2026-02
300454,2026-03-28T00:00:00Z,Card,Income,Marketing,Marketing Sub,8199,Entity_919,Marketing Transaction,Card,Sales,Durban,2026-03
300455,2026-01-02T00:00:00Z,Card,Expense,Rent,Rent Sub,-5128,Entity_446,Rent Transaction,Card,Operations,Pretoria,2026-01
300456,2026-03-18T00:00:00Z,Card,Expense,Travel,Travel Sub,-8424,Entity_575,Travel Transaction,Eft,Operations,Durban,2026-03
300457,2026-03-21T00:00:00Z,Card,Income,Travel,Travel Sub,11077,Entity_716,Travel Transaction,Card,Operations,Johannesburg,2026-03
300458,2026-03-04T00:00:00Z,Business,Income,Sales,Sales Sub,17042,Entity_871,Sales Transaction,Eft,Admin,Johannesburg,2026-03
300459,2026-02-01T00:00:00Z,Card,Income,Software,Software Sub,5046,Entity_811,Software Transaction,Cash,Operations,Cape Town,2026-02
300460,2026-01-03T00:00:00Z,Business,Income,Software,Software Sub,555,Entity_933,Software Transaction,Eft,Admin,Durban,2026-01
300461,2026-01-30T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-18554,Entity_599,Consulting Transaction,Eft,Operations,Pretoria,2026-01
300462,2026-02-05T00:00:00Z,Business,Income,Travel,Travel Sub,11177,Entity_631,Travel Transaction,Card,Admin,Johannesburg,2026-02
300463,2026-01-14T00:00:00Z,Card,Income,Consulting,Consulting Sub,12610,Entity_620,Consulting Transaction,Eft,Admin,Cape Town,2026-01
300464,2026-02-12T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-1399,Entity_499,Marketing Transaction,Cash,Admin,Cape Town,2026-02
300465,2026-01-02T00:00:00Z,Card,Expense,Travel,Travel Sub,-2205,Entity_560,Travel Transaction,Eft,Operations,Johannesburg,2026-01
300466,2026-02-09T00:00:00Z,Business,Income,Rent,Rent Sub,19840,Entity_965,Rent Transaction,Eft,Operations,Johannesburg,2026-02
300467,2026-01-17T00:00:00Z,Business,Income,Sales,Sales Sub,2830,Entity_40,Sales Transaction,Eft,Sales,Durban,2026-01
300468,2026-02-15T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-17947,Entity_508,Consulting Transaction,Card,Admin,Johannesburg,2026-02
300469,2026-01-31T00:00:00Z,Business,Income,Utilities,Utilities Sub,10261,Entity_230,Utilities Transaction,Card,Sales,Pretoria,2026-01
300470,2026-01-20T00:00:00Z,Card,Income,Sales,Sales Sub,11487,Entity_895,Sales Transaction,Eft,Admin,Pretoria,2026-01
300471,2026-03-21T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-18188,Entity_868,Utilities Transaction,Card,Operations,Cape Town,2026-03
300472,2026-01-27T00:00:00Z,Card,Income,Travel,Travel Sub,318,Entity_595,Travel Transaction,Eft,Operations,Cape Town,2026-01
300473,2026-01-27T00:00:00Z,Business,Income,Marketing,Marketing Sub,10797,Entity_44,Marketing Transaction,Card,Operations,Durban,2026-01
300474,2026-01-03T00:00:00Z,Business,Income,Rent,Rent Sub,1231,Entity_383,Rent Transaction,Card,Sales,Cape Town,2026-01
300475,2026-03-08T00:00:00Z,Card,Income,Consulting,Consulting Sub,13009,Entity_855,Consulting Transaction,Eft,Sales,Johannesburg,2026-03
300476,2026-01-07T00:00:00Z,Business,Income,Rent,Rent Sub,3932,Entity_550,Rent Transaction,Eft,Sales,Pretoria,2026-01
300477,2026-03-10T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-8595,Entity_832,Utilities Transaction,Eft,Operations,Johannesburg,2026-03
300478,2026-02-17T00:00:00Z,Business,Expense,Sales,Sales Sub,-18906,Entity_597,Sales Transaction,Eft,Admin,Pretoria,2026-02
300479,2026-01-14T00:00:00Z,Business,Expense,Rent,Rent Sub,-4936,Entity_461,Rent Transaction,Card,Operations,Cape Town,2026-01
300480,2026-02-14T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-4857,Entity_469,Utilities Transaction,Cash,Sales,Durban,2026-02
300481,2026-02-26T00:00:00Z,Business,Income,Travel,Travel Sub,8615,Entity_519,Travel Transaction,Card,Operations,Johannesburg,2026-02
300482,2026-01-26T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-14577,Entity_449,Consulting Transaction,Eft,Admin,Cape Town,2026-01
300483,2026-01-07T00:00:00Z,Business,Income,Travel,Travel Sub,18318,Entity_821,Travel Transaction,Card,Sales,Durban,2026-01
300484,2026-02-12T00:00:00Z,Business,Expense,Rent,Rent Sub,-18261,Entity_423,Rent Transaction,Card,Admin,Durban,2026-02
300485,2026-03-12T00:00:00Z,Card,Income,Rent,Rent Sub,14184,Entity_806,Rent Transaction,Eft,Operations,Johannesburg,2026-03
300486,2026-03-23T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-10719,Entity_523,Consulting Transaction,Eft,Operations,Pretoria,2026-03
300487,2026-02-23T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-8613,Entity_109,Consulting Transaction,Eft,Sales,Johannesburg,2026-02
300488,2026-02-27T00:00:00Z,Card,Expense,Travel,Travel Sub,-12834,Entity_931,Travel Transaction,Eft,Sales,Pretoria,2026-02
300489,2026-03-19T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-6261,Entity_320,Marketing Transaction,Cash,Operations,Cape Town,2026-03
300490,2026-01-04T00:00:00Z,Business,Income,Travel,Travel Sub,15201,Entity_487,Travel Transaction,Eft,Sales,Johannesburg,2026-01
300491,2026-03-20T00:00:00Z,Business,Income,Sales,Sales Sub,1743,Entity_251,Sales Transaction,Card,Sales,Pretoria,2026-03
300492,2026-03-27T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-3691,Entity_865,Utilities Transaction,Eft,Admin,Cape Town,2026-03
300493,2026-03-20T00:00:00Z,Business,Income,Rent,Rent Sub,18119,Entity_728,Rent Transaction,Card,Admin,Durban,2026-03
300494,2026-01-27T00:00:00Z,Business,Income,Sales,Sales Sub,11914,Entity_393,Sales Transaction,Card,Sales,Johannesburg,2026-01
300495,2026-03-16T00:00:00Z,Business,Expense,Sales,Sales Sub,-7193,Entity_380,Sales Transaction,Card,Sales,Johannesburg,2026-03
300496,2026-03-12T00:00:00Z,Business,Expense,Sales,Sales Sub,-10985,Entity_959,Sales Transaction,Card,Admin,Durban,2026-03
300497,2026-01-04T00:00:00Z,Card,Expense,Rent,Rent Sub,-676,Entity_176,Rent Transaction,Cash,Admin,Johannesburg,2026-01
300498,2026-02-19T00:00:00Z,Card,Expense,Sales,Sales Sub,-11036,Entity_104,Sales Transaction,Card,Sales,Cape Town,2026-02
300499,2026-01-03T00:00:00Z,Business,Income,Software,Software Sub,2597,Entity_829,Software Transaction,Eft,Sales,Cape Town,2026-01
300500,2026-03-14T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-7929,Entity_244,Utilities Transaction,Eft,Sales,Pretoria,2026-03
300501,2026-01-04T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-11777,Entity_691,Marketing Transaction,Card,Sales,Durban,2026-01
300502,2026-01-27T00:00:00Z,Card,Income,Sales,Sales Sub,13771,Entity_443,Sales Transaction,Eft,Operations,Cape Town,2026-01
300503,2026-01-26T00:00:00Z,Card,Income,Rent,Rent Sub,11959,Entity_387,Rent Transaction,Eft,Operations,Johannesburg,2026-01
300504,2026-01-20T00:00:00Z,Card,Income,Marketing,Marketing Sub,16774,Entity_406,Marketing Transaction,Card,Admin,Cape Town,2026-01
300505,2026-01-04T00:00:00Z,Card,Expense,Software,Software Sub,-17952,Entity_694,Software Transaction,Eft,Sales,Pretoria,2026-01
300506,2026-03-08T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-1077,Entity_137,Consulting Transaction,Eft,Sales,Pretoria,2026-03
300507,2026-01-22T00:00:00Z,Business,Income,Sales,Sales Sub,19357,Entity_229,Sales Transaction,Eft,Sales,Durban,2026-01
300508,2026-03-05T00:00:00Z,Card,Expense,Software,Software Sub,-1496,Entity_811,Software Transaction,Card,Operations,Cape Town,2026-03
300509,2026-03-30T00:00:00Z,Card,Income,Rent,Rent Sub,6420,Entity_249,Rent Transaction,Eft,Operations,Cape Town,2026-03
300510,2026-03-04T00:00:00Z,Card,Expense,Software,Software Sub,-19118,Entity_625,Software Transaction,Card,Admin,Johannesburg,2026-03
300511,2026-03-23T00:00:00Z,Card,Expense,Travel,Travel Sub,-19490,Entity_857,Travel Transaction,Eft,Sales,Cape Town,2026-03
300512,2026-03-21T00:00:00Z,Business,Expense,Sales,Sales Sub,-16011,Entity_497,Sales Transaction,Eft,Sales,Cape Town,2026-03
300513,2026-02-20T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-13094,Entity_38,Marketing Transaction,Eft,Operations,Cape Town,2026-02
300514,2026-03-07T00:00:00Z,Business,Income,Marketing,Marketing Sub,2820,Entity_842,Marketing Transaction,Card,Operations,Cape Town,2026-03
300515,2026-03-21T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-10104,Entity_889,Consulting Transaction,Card,Admin,Johannesburg,2026-03
300516,2026-02-28T00:00:00Z,Business,Expense,Travel,Travel Sub,-18490,Entity_451,Travel Transaction,Eft,Admin,Johannesburg,2026-02
300517,2026-03-19T00:00:00Z,Card,Income,Utilities,Utilities Sub,8895,Entity_238,Utilities Transaction,Card,Admin,Pretoria,2026-03
300518,2026-02-14T00:00:00Z,Card,Expense,Sales,Sales Sub,-12340,Entity_231,Sales Transaction,Card,Operations,Johannesburg,2026-02
300519,2026-01-07T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-13275,Entity_879,Consulting Transaction,Card,Admin,Johannesburg,2026-01
300520,2026-03-19T00:00:00Z,Card,Expense,Rent,Rent Sub,-12588,Entity_618,Rent Transaction,Cash,Admin,Cape Town,2026-03
300521,2026-01-01T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-17173,Entity_610,Marketing Transaction,Card,Admin,Cape Town,2026-01
300522,2026-02-28T00:00:00Z,Business,Income,Utilities,Utilities Sub,2968,Entity_441,Utilities Transaction,Card,Admin,Johannesburg,2026-02
300523,2026-02-08T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-13727,Entity_69,Consulting Transaction,Card,Operations,Cape Town,2026-02
300524,2026-01-30T00:00:00Z,Card,Expense,Rent,Rent Sub,-5404,Entity_500,Rent Transaction,Cash,Admin,Cape Town,2026-01
300525,2026-02-12T00:00:00Z,Business,Income,Consulting,Consulting Sub,4307,Entity_307,Consulting Transaction,Eft,Operations,Johannesburg,2026-02
300526,2026-02-28T00:00:00Z,Card,Expense,Sales,Sales Sub,-10960,Entity_262,Sales Transaction,Eft,Admin,Cape Town,2026-02
300527,2026-03-06T00:00:00Z,Business,Income,Marketing,Marketing Sub,18326,Entity_843,Marketing Transaction,Card,Operations,Cape Town,2026-03
300528,2026-01-11T00:00:00Z,Business,Expense,Sales,Sales Sub,-10870,Entity_884,Sales Transaction,Eft,Operations,Pretoria,2026-01
300529,2026-01-09T00:00:00Z,Business,Expense,Sales,Sales Sub,-16436,Entity_30,Sales Transaction,Eft,Operations,Cape Town,2026-01
300530,2026-01-27T00:00:00Z,Business,Income,Marketing,Marketing Sub,12330,Entity_832,Marketing Transaction,Card,Sales,Pretoria,2026-01
300531,2026-02-03T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-11817,Entity_939,Marketing Transaction,Card,Admin,Pretoria,2026-02
300532,2026-02-12T00:00:00Z,Business,Expense,Software,Software Sub,-12545,Entity_646,Software Transaction,Card,Sales,Cape Town,2026-02
300533,2026-02-14T00:00:00Z,Card,Expense,Rent,Rent Sub,-9676,Entity_299,Rent Transaction,Eft,Admin,Pretoria,2026-02
300534,2026-02-04T00:00:00Z,Business,Income,Utilities,Utilities Sub,6693,Entity_478,Utilities Transaction,Card,Sales,Pretoria,2026-02
300535,2026-02-21T00:00:00Z,Card,Income,Sales,Sales Sub,7723,Entity_949,Sales Transaction,Card,Sales,Johannesburg,2026-02
300536,2026-03-19T00:00:00Z,Business,Income,Marketing,Marketing Sub,1929,Entity_28,Marketing Transaction,Eft,Admin,Pretoria,2026-03
300537,2026-03-12T00:00:00Z,Card,Income,Marketing,Marketing Sub,5143,Entity_921,Marketing Transaction,Card,Admin,Durban,2026-03
300538,2026-03-17T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-14990,Entity_365,Marketing Transaction,Card,Sales,Johannesburg,2026-03
300539,2026-01-10T00:00:00Z,Business,Income,Utilities,Utilities Sub,3556,Entity_338,Utilities Transaction,Eft,Sales,Cape Town,2026-01
300540,2026-01-21T00:00:00Z,Card,Income,Sales,Sales Sub,19714,Entity_837,Sales Transaction,Card,Sales,Cape Town,2026-01
300541,2026-01-31T00:00:00Z,Business,Income,Rent,Rent Sub,868,Entity_995,Rent Transaction,Card,Operations,Pretoria,2026-01
300542,2026-02-27T00:00:00Z,Business,Income,Software,Software Sub,14957,Entity_404,Software Transaction,Card,Operations,Cape Town,2026-02
300543,2026-01-11T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-2586,Entity_876,Utilities Transaction,Eft,Sales,Pretoria,2026-01
300544,2026-01-19T00:00:00Z,Card,Expense,Software,Software Sub,-8518,Entity_962,Software Transaction,Eft,Sales,Durban,2026-01
300545,2026-01-08T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-18859,Entity_665,Consulting Transaction,Card,Sales,Cape Town,2026-01
300546,2026-02-15T00:00:00Z,Card,Income,Travel,Travel Sub,7480,Entity_627,Travel Transaction,Eft,Operations,Cape Town,2026-02
300547,2026-02-01T00:00:00Z,Business,Income,Marketing,Marketing Sub,12498,Entity_628,Marketing Transaction,Eft,Operations,Cape Town,2026-02
300548,2026-01-07T00:00:00Z,Card,Income,Sales,Sales Sub,12671,Entity_525,Sales Transaction,Cash,Sales,Cape Town,2026-01
300549,2026-03-06T00:00:00Z,Card,Income,Consulting,Consulting Sub,2648,Entity_910,Consulting Transaction,Eft,Admin,Cape Town,2026-03
300550,2026-02-17T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-3206,Entity_344,Utilities Transaction,Eft,Sales,Johannesburg,2026-02
300551,2026-02-19T00:00:00Z,Business,Income,Travel,Travel Sub,11038,Entity_652,Travel Transaction,Cash,Admin,Pretoria,2026-02
300552,2026-01-29T00:00:00Z,Card,Income,Utilities,Utilities Sub,19317,Entity_209,Utilities Transaction,Eft,Admin,Cape Town,2026-01
300553,2026-02-11T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-5677,Entity_669,Marketing Transaction,Cash,Admin,Johannesburg,2026-02
300554,2026-03-05T00:00:00Z,Card,Income,Marketing,Marketing Sub,11270,Entity_828,Marketing Transaction,Eft,Operations,Johannesburg,2026-03
300555,2026-02-03T00:00:00Z,Business,Income,Software,Software Sub,6422,Entity_891,Software Transaction,Eft,Sales,Cape Town,2026-02
300556,2026-03-02T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-1304,Entity_981,Utilities Transaction,Card,Sales,Johannesburg,2026-03
300557,2026-03-09T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-8862,Entity_680,Consulting Transaction,Card,Sales,Cape Town,2026-03
300558,2026-01-01T00:00:00Z,Business,Expense,Software,Software Sub,-10667,Entity_273,Software Transaction,Eft,Admin,Johannesburg,2026-01
300559,2026-01-04T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-11081,Entity_893,Marketing Transaction,Eft,Sales,Cape Town,2026-01
300560,2026-01-06T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-5611,Entity_901,Consulting Transaction,Cash,Admin,Pretoria,2026-01
300561,2026-03-15T00:00:00Z,Business,Income,Utilities,Utilities Sub,16650,Entity_920,Utilities Transaction,Card,Operations,Cape Town,2026-03
300562,2026-02-17T00:00:00Z,Card,Expense,Sales,Sales Sub,-6884,Entity_984,Sales Transaction,Eft,Operations,Cape Town,2026-02
300563,2026-03-20T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-13491,Entity_781,Utilities Transaction,Cash,Admin,Pretoria,2026-03
300564,2026-02-28T00:00:00Z,Business,Expense,Software,Software Sub,-18836,Entity_750,Software Transaction,Eft,Sales,Cape Town,2026-02
300565,2026-02-11T00:00:00Z,Business,Expense,Travel,Travel Sub,-12834,Entity_244,Travel Transaction,Eft,Sales,Durban,2026-02
300566,2026-03-11T00:00:00Z,Business,Income,Consulting,Consulting Sub,17616,Entity_532,Consulting Transaction,Eft,Sales,Cape Town,2026-03
300567,2026-03-12T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-19904,Entity_217,Consulting Transaction,Card,Sales,Durban,2026-03
300568,2026-02-16T00:00:00Z,Card,Income,Travel,Travel Sub,7283,Entity_755,Travel Transaction,Eft,Operations,Johannesburg,2026-02
300569,2026-03-04T00:00:00Z,Business,Income,Rent,Rent Sub,19816,Entity_616,Rent Transaction,Eft,Sales,Cape Town,2026-03
300570,2026-03-05T00:00:00Z,Business,Income,Software,Software Sub,2184,Entity_119,Software Transaction,Card,Sales,Cape Town,2026-03
300571,2026-02-23T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-9631,Entity_454,Utilities Transaction,Card,Admin,Durban,2026-02
300572,2026-03-01T00:00:00Z,Business,Expense,Rent,Rent Sub,-1919,Entity_728,Rent Transaction,Cash,Sales,Johannesburg,2026-03
300573,2026-02-11T00:00:00Z,Card,Income,Software,Software Sub,17683,Entity_505,Software Transaction,Card,Admin,Johannesburg,2026-02
300574,2026-03-10T00:00:00Z,Business,Income,Software,Software Sub,12569,Entity_444,Software Transaction,Card,Sales,Cape Town,2026-03
300575,2026-01-25T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-2822,Entity_875,Consulting Transaction,Eft,Operations,Cape Town,2026-01
300576,2026-03-11T00:00:00Z,Business,Income,Utilities,Utilities Sub,18857,Entity_546,Utilities Transaction,Card,Admin,Durban,2026-03
300577,2026-03-16T00:00:00Z,Business,Income,Utilities,Utilities Sub,5110,Entity_412,Utilities Transaction,Eft,Admin,Johannesburg,2026-03
300578,2026-01-24T00:00:00Z,Card,Income,Marketing,Marketing Sub,6635,Entity_985,Marketing Transaction,Eft,Operations,Pretoria,2026-01
300579,2026-03-17T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-7849,Entity_921,Consulting Transaction,Eft,Sales,Durban,2026-03
300580,2026-01-18T00:00:00Z,Business,Expense,Travel,Travel Sub,-4731,Entity_592,Travel Transaction,Cash,Admin,Johannesburg,2026-01
300581,2026-03-14T00:00:00Z,Business,Income,Sales,Sales Sub,3686,Entity_573,Sales Transaction,Eft,Operations,Pretoria,2026-03
300582,2026-02-27T00:00:00Z,Business,Expense,Travel,Travel Sub,-1415,Entity_23,Travel Transaction,Cash,Sales,Cape Town,2026-02
300583,2026-02-15T00:00:00Z,Business,Expense,Software,Software Sub,-17938,Entity_976,Software Transaction,Eft,Admin,Durban,2026-02
300584,2026-03-22T00:00:00Z,Business,Income,Software,Software Sub,17163,Entity_448,Software Transaction,Card,Sales,Cape Town,2026-03
300585,2026-01-01T00:00:00Z,Card,Income,Marketing,Marketing Sub,1079,Entity_284,Marketing Transaction,Eft,Operations,Cape Town,2026-01
300586,2026-03-16T00:00:00Z,Card,Income,Marketing,Marketing Sub,2672,Entity_306,Marketing Transaction,Cash,Admin,Cape Town,2026-03
300587,2026-02-25T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-835,Entity_66,Utilities Transaction,Card,Sales,Cape Town,2026-02
300588,2026-01-09T00:00:00Z,Business,Income,Rent,Rent Sub,8042,Entity_925,Rent Transaction,Eft,Sales,Cape Town,2026-01
300589,2026-02-16T00:00:00Z,Business,Income,Marketing,Marketing Sub,10041,Entity_332,Marketing Transaction,Eft,Admin,Cape Town,2026-02
300590,2026-01-22T00:00:00Z,Card,Expense,Travel,Travel Sub,-17321,Entity_73,Travel Transaction,Cash,Admin,Cape Town,2026-01
300591,2026-03-22T00:00:00Z,Business,Expense,Sales,Sales Sub,-13192,Entity_807,Sales Transaction,Card,Admin,Cape Town,2026-03
300592,2026-01-05T00:00:00Z,Card,Expense,Software,Software Sub,-17474,Entity_935,Software Transaction,Eft,Sales,Cape Town,2026-01
300593,2026-02-21T00:00:00Z,Business,Expense,Rent,Rent Sub,-12830,Entity_220,Rent Transaction,Cash,Admin,Cape Town,2026-02
300594,2026-01-25T00:00:00Z,Card,Income,Consulting,Consulting Sub,13484,Entity_851,Consulting Transaction,Card,Admin,Cape Town,2026-01
300595,2026-02-23T00:00:00Z,Card,Income,Utilities,Utilities Sub,7423,Entity_145,Utilities Transaction,Eft,Sales,Cape Town,2026-02
300596,2026-03-20T00:00:00Z,Business,Income,Software,Software Sub,2737,Entity_43,Software Transaction,Card,Operations,Durban,2026-03
300597,2026-01-15T00:00:00Z,Card,Expense,Software,Software Sub,-4828,Entity_948,Software Transaction,Eft,Admin,Johannesburg,2026-01
300598,2026-01-26T00:00:00Z,Card,Expense,Software,Software Sub,-1363,Entity_569,Software Transaction,Card,Operations,Pretoria,2026-01
300599,2026-01-22T00:00:00Z,Business,Expense,Travel,Travel Sub,-9930,Entity_311,Travel Transaction,Card,Operations,Cape Town,2026-01
300600,2026-02-18T00:00:00Z,Card,Income,Software,Software Sub,17122,Entity_421,Software Transaction,Card,Operations,Johannesburg,2026-02
300601,2026-01-06T00:00:00Z,Business,Expense,Sales,Sales Sub,-2392,Entity_455,Sales Transaction,Eft,Admin,Johannesburg,2026-01
300602,2026-01-12T00:00:00Z,Business,Income,Sales,Sales Sub,9265,Entity_216,Sales Transaction,Card,Operations,Cape Town,2026-01
300603,2026-01-16T00:00:00Z,Business,Income,Rent,Rent Sub,17333,Entity_719,Rent Transaction,Eft,Sales,Pretoria,2026-01
300604,2026-03-12T00:00:00Z,Card,Income,Marketing,Marketing Sub,18189,Entity_314,Marketing Transaction,Card,Sales,Johannesburg,2026-03
300605,2026-02-19T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-2142,Entity_556,Marketing Transaction,Eft,Admin,Cape Town,2026-02
300606,2026-02-06T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-18540,Entity_764,Utilities Transaction,Cash,Operations,Johannesburg,2026-02
300607,2026-03-04T00:00:00Z,Business,Expense,Travel,Travel Sub,-3676,Entity_114,Travel Transaction,Card,Sales,Johannesburg,2026-03
300608,2026-03-27T00:00:00Z,Business,Income,Marketing,Marketing Sub,5021,Entity_32,Marketing Transaction,Card,Sales,Durban,2026-03
300609,2026-01-31T00:00:00Z,Business,Expense,Rent,Rent Sub,-9764,Entity_198,Rent Transaction,Eft,Sales,Cape Town,2026-01
300610,2026-02-20T00:00:00Z,Business,Expense,Rent,Rent Sub,-6097,Entity_992,Rent Transaction,Eft,Admin,Cape Town,2026-02
300611,2026-02-23T00:00:00Z,Business,Income,Software,Software Sub,14472,Entity_103,Software Transaction,Card,Admin,Pretoria,2026-02
300612,2026-03-14T00:00:00Z,Card,Income,Travel,Travel Sub,8241,Entity_892,Travel Transaction,Eft,Sales,Cape Town,2026-03
300613,2026-03-31T00:00:00Z,Card,Income,Rent,Rent Sub,12439,Entity_669,Rent Transaction,Card,Sales,Cape Town,2026-03
300614,2026-01-30T00:00:00Z,Business,Income,Utilities,Utilities Sub,7908,Entity_840,Utilities Transaction,Card,Sales,Johannesburg,2026-01
300615,2026-01-17T00:00:00Z,Business,Expense,Rent,Rent Sub,-4768,Entity_564,Rent Transaction,Card,Operations,Durban,2026-01
300616,2026-02-23T00:00:00Z,Card,Income,Rent,Rent Sub,6037,Entity_811,Rent Transaction,Card,Operations,Cape Town,2026-02
300617,2026-01-12T00:00:00Z,Card,Income,Utilities,Utilities Sub,3609,Entity_303,Utilities Transaction,Eft,Admin,Cape Town,2026-01
300618,2026-02-24T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-7347,Entity_738,Marketing Transaction,Eft,Admin,Johannesburg,2026-02
300619,2026-03-13T00:00:00Z,Card,Expense,Travel,Travel Sub,-2138,Entity_543,Travel Transaction,Eft,Operations,Durban,2026-03
300620,2026-01-12T00:00:00Z,Card,Expense,Software,Software Sub,-2091,Entity_819,Software Transaction,Eft,Admin,Cape Town,2026-01
300621,2026-02-19T00:00:00Z,Business,Income,Travel,Travel Sub,7266,Entity_54,Travel Transaction,Card,Sales,Cape Town,2026-02
300622,2026-03-22T00:00:00Z,Card,Expense,Rent,Rent Sub,-6074,Entity_918,Rent Transaction,Eft,Sales,Johannesburg,2026-03
300623,2026-01-10T00:00:00Z,Card,Expense,Software,Software Sub,-15625,Entity_196,Software Transaction,Card,Admin,Cape Town,2026-01
300624,2026-03-28T00:00:00Z,Business,Expense,Travel,Travel Sub,-16549,Entity_980,Travel Transaction,Card,Operations,Johannesburg,2026-03
300625,2026-02-02T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-19920,Entity_258,Consulting Transaction,Card,Sales,Cape Town,2026-02
300626,2026-01-09T00:00:00Z,Business,Income,Utilities,Utilities Sub,14252,Entity_853,Utilities Transaction,Eft,Sales,Durban,2026-01
300627,2026-03-02T00:00:00Z,Card,Expense,Sales,Sales Sub,-1699,Entity_418,Sales Transaction,Card,Sales,Pretoria,2026-03
300628,2026-03-17T00:00:00Z,Card,Income,Utilities,Utilities Sub,12780,Entity_600,Utilities Transaction,Eft,Admin,Pretoria,2026-03
300629,2026-01-16T00:00:00Z,Card,Expense,Rent,Rent Sub,-8690,Entity_533,Rent Transaction,Card,Operations,Pretoria,2026-01
300630,2026-02-18T00:00:00Z,Business,Income,Marketing,Marketing Sub,18465,Entity_394,Marketing Transaction,Card,Admin,Pretoria,2026-02
300631,2026-01-25T00:00:00Z,Business,Income,Consulting,Consulting Sub,3694,Entity_208,Consulting Transaction,Eft,Operations,Johannesburg,2026-01
300632,2026-03-28T00:00:00Z,Card,Income,Consulting,Consulting Sub,15466,Entity_558,Consulting Transaction,Card,Operations,Pretoria,2026-03
300633,2026-01-05T00:00:00Z,Business,Income,Rent,Rent Sub,1583,Entity_743,Rent Transaction,Card,Sales,Cape Town,2026-01
300634,2026-02-26T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-9485,Entity_817,Utilities Transaction,Eft,Admin,Johannesburg,2026-02
