TransactionID,Date,Account,Type,Category,Subcategory,Amount,VendorClient,Description,PaymentMethod,Department,City
300468,2026-02-15,Card,Expense,Consulting,Consulting Sub,-17947,Entity_508,Consulting transaction,card,Admin,Johannesburg
300469,2026-01-31,Business,Income,Utilities,Utilities Sub,10261,Entity_230,Utilities transaction,card,Sales,Pretoria
300470,20 Jan 2026,Card,Income,Sales,Sales Sub,"11,487",Entity_895,Sales transaction,eft,Admin,Pretoria
300471,21 Mar 2026,Card,Expense,Utilities,Utilities Sub,-18188,Entity_868,Utilities transaction,Card,Operations,Cape Town
300472,2026/01/27,Card,Income,Travel,Travel Sub,318,Entity_595,Travel transaction,eft,Operations,cape town
300473,2026-01-27,Business,Income,Marketing,Marketing Sub,10797,Entity_44,Marketing transaction,Card,Operations,Durban
300474,03/01/2026,Business,Income,Rent,Rent Sub,1231,Entity_383,Rent transaction,card,Sales,cape town
300475,2026-03-08,Card,Income,Consulting,Consulting Sub,13009,Entity_855,Consulting transaction,EFT,Sales,Johannesburg
300476,2026-01-07,Business,Income,Rent,Rent Sub,3932,Entity_550,Rent transaction,eft,Sales,Pretoria
300477,10/03/2026,Card,Expense,Utilities,Utilities Sub,-8595,Entity_832,Utilities transaction,EFT,Operations,Johannesburg
300478,17/02/2026,Business,Expense,Sales,Sales Sub,-18906,Entity_597,Sales transaction,eft,Admin,Pretoria
300479,2026/01/14,Business,Expense,Rent,Rent Sub,-4936,Entity_461,Rent transaction,Card,Operations,cape town
300480,14 Feb 2026,Card,Expense,Utilities,Utilities Sub,"-4,857",Entity_469,Utilities transaction,Cash,Sales,Durban
300481,26/02/2026,Business,Income,Travel,Travel Sub,"8,615",Entity_519,Travel transaction,Card,Operations,Johannesburg
300482,26 Jan 2026,Business,Expense,Consulting,Consulting Sub,-14577,Entity_449,Consulting transaction,eft,Admin,cape town
300483,07 Jan 2026,Business,Income,Travel,Travel Sub,18318,Entity_821,Travel transaction,card,Sales,Durban
300484,12 Feb 2026,Business,Expense,Rent,Rent Sub,-18261,Entity_423,Rent transaction,Card,Admin,Durban
300485,12/03/2026,Card,Income,Rent,Rent Sub,"14,184",Entity_806,Rent transaction,eft,Operations,Johannesburg
300486,23/03/2026,Card,Expense,Consulting,Consulting Sub,-10719,Entity_523,Consulting transaction,EFT,Operations,Pretoria
300487,23 Feb 2026,Business,Expense,Consulting,Consulting Sub,-8613,Entity_109,Consulting transaction,EFT,Sales,Johannesburg
300488,27/02/2026,Card,Expense,Travel,Travel Sub,-12834,Entity_931,Travel transaction,EFT,Sales,Pretoria
300489,2026/03/19,Business,Expense,Marketing,Marketing Sub,-6261,Entity_320,Marketing transaction,Cash,Operations,cape town
300490,2026/01/04,Business,Income,Travel,Travel Sub,15201,Entity_487,Travel transaction,eft,Sales,Johannesburg
300491,2026/03/20,Business,Income,Sales,Sales Sub,1743,Entity_251,Sales transaction,card,Sales,Pretoria
300492,2026/03/27,Card,Expense,Utilities,Utilities Sub,-3691,Entity_865,Utilities transaction,eft,Admin,cape town
300493,20 Mar 2026,Business,Income,Rent,Rent Sub,"18,119",Entity_728,Rent transaction,Card,Admin,Durban
300494,2026-01-27,Business,Income,Sales,Sales Sub,11914,Entity_393,Sales transaction,Card,Sales,Johannesburg
300495,2026-03-16,Business,Expense,Sales,Sales Sub,"-7,193",Entity_380,Sales transaction,card,Sales,Johannesburg
300496,2026-03-12,Business,Expense,Sales,Sales Sub,-10985,Entity_959,Sales transaction,Card,Admin,Durban
300497,04 Jan 2026,Card,Expense,Rent,Rent Sub,-676,Entity_176,Rent transaction,Cash,Admin,Johannesburg
300498,19/02/2026,Card,Expense,Sales,Sales Sub,-11036,Entity_104,Sales transaction,Card,Sales,Cape Town
300499,2026-01-03,Business,Income,Software,Software Sub,2597,Entity_829,Software transaction,EFT,Sales,Cape Town
300500,14 Mar 2026,Card,Expense,Utilities,Utilities Sub,-7929,Entity_244,Utilities transaction,eft,Sales,Pretoria
300501,04 Jan 2026,Business,Expense,Marketing,Marketing Sub,-11777,Entity_691,Marketing transaction,Card,Sales,Durban
300502,27/01/2026,Card,Income,Sales,Sales Sub,13771,Entity_443,Sales transaction,eft,Operations,Cape Town
300503,26 Jan 2026,Card,Income,Rent,Rent Sub,11959,Entity_387,Rent transaction,EFT,Operations,Johannesburg
300504,2026/01/20,Card,Income,Marketing,Marketing Sub,16774,Entity_406,Marketing transaction,Card,Admin,Cape Town
300505,2026/01/04,Card,Expense,Software,Software Sub,-17952,Entity_694,Software transaction,eft,Sales,Pretoria
300506,08 Mar 2026,Business,Expense,Consulting,Consulting Sub,-1077,Entity_137,Consulting transaction,EFT,Sales,Pretoria
300507,22/01/2026,Business,Income,Sales,Sales Sub,19357,Entity_229,Sales transaction,eft,Sales,Durban
300508,05/03/2026,Card,Expense,Software,Software Sub,-1496,Entity_811,Software transaction,Card,Operations,Cape Town
300509,30/03/2026,Card,Income,Rent,Rent Sub,"6,420",Entity_249,Rent transaction,EFT,Operations,cape town
300510,2026-03-04,Card,Expense,Software,Software Sub,-19118,Entity_625,Software transaction,Card,Admin,Johannesburg
300511,2026/03/23,Card,Expense,Travel,Travel Sub,"-19,490",Entity_857,Travel transaction,eft,Sales,Cape Town
300512,2026/03/21,Business,Expense,Sales,Sales Sub,-16011,Entity_497,Sales transaction,eft,Sales,Cape Town
300513,2026/02/20,Card,Expense,Marketing,Marketing Sub,-13094,Entity_38,Marketing transaction,EFT,Operations,cape town
300514,07/03/2026,Business,Income,Marketing,Marketing Sub,2820,Entity_842,Marketing transaction,Card,Operations,cape town
300515,21 Mar 2026,Card,Expense,Consulting,Consulting Sub,-10104,Entity_889,Consulting transaction,Card,Admin,Johannesburg
300516,2026/02/28,Business,Expense,Travel,Travel Sub,-18490,Entity_451,Travel transaction,eft,Admin,Johannesburg
300517,2026-03-19,Card,Income,Utilities,Utilities Sub,8895,Entity_238,Utilities transaction,Card,Admin,Pretoria
300518,2026-02-14,Card,Expense,Sales,Sales Sub,-12340,Entity_231,Sales transaction,card,Operations,Johannesburg
300519,2026/01/07,Card,Expense,Consulting,Consulting Sub,-13275,Entity_879,Consulting transaction,Card,Admin,Johannesburg
300520,2026/03/19,Card,Expense,Rent,Rent Sub,-12588,Entity_618,Rent transaction,Cash,Admin,cape town
300521,2026/01/01,Business,Expense,Marketing,Marketing Sub,"-17,173",Entity_610,Marketing transaction,Card,Admin,cape town
300522,2026-02-28,Business,Income,Utilities,Utilities Sub,2968,Entity_441,Utilities transaction,Card,Admin,Johannesburg
300523,2026/02/08,Business,Expense,Consulting,Consulting Sub,-13727,Entity_69,Consulting transaction,Card,Operations,Cape Town
300524,30/01/2026,Card,Expense,Rent,Rent Sub,"-5,404",Entity_500,Rent transaction,Cash,Admin,cape town
300525,2026-02-12,Business,Income,Consulting,Consulting Sub,4307,Entity_307,Consulting transaction,EFT,Operations,Johannesburg
300526,2026-02-28,Card,Expense,Sales,Sales Sub,-10960,Entity_262,Sales transaction,eft,Admin,cape town
300527,06 Mar 2026,Business,Income,Marketing,Marketing Sub,18326,Entity_843,Marketing transaction,Card,Operations,cape town
300528,11/01/2026,Business,Expense,Sales,Sales Sub,-10870,Entity_884,Sales transaction,eft,Operations,Pretoria
300529,09 Jan 2026,Business,Expense,Sales,Sales Sub,-16436,Entity_30,Sales transaction,EFT,Operations,Cape Town
300530,2026/01/27,Business,Income,Marketing,Marketing Sub,"12,330",Entity_832,Marketing transaction,card,Sales,Pretoria
300531,03/02/2026,Card,Expense,Marketing,Marketing Sub,-11817,Entity_939,Marketing transaction,card,Admin,Pretoria
300532,12 Feb 2026,Business,Expense,Software,Software Sub,-12545,Entity_646,Software transaction,card,Sales,cape town
300533,14 Feb 2026,Card,Expense,Rent,Rent Sub,-9676,Entity_299,Rent transaction,EFT,Admin,Pretoria
300534,04 Feb 2026,Business,Income,Utilities,Utilities Sub,6693,Entity_478,Utilities transaction,Card,Sales,Pretoria
300535,2026-02-21,Card,Income,Sales,Sales Sub,7723,Entity_949,Sales transaction,Card,Sales,Johannesburg
300536,2026/03/19,Business,Income,Marketing,Marketing Sub,1929,Entity_28,Marketing transaction,eft,Admin,Pretoria
300537,2026-03-12,Card,Income,Marketing,Marketing Sub,5143,Entity_921,Marketing transaction,card,Admin,Durban
300538,17 Mar 2026,Business,Expense,Marketing,Marketing Sub,-14990,Entity_365,Marketing transaction,card,Sales,Johannesburg
300539,2026-01-10,Business,Income,Utilities,Utilities Sub,3556,Entity_338,Utilities transaction,eft,Sales,Cape Town
300540,2026-01-21,Card,Income,Sales,Sales Sub,19714,Entity_837,Sales transaction,card,Sales,Cape Town
300541,2026/01/31,Business,Income,Rent,Rent Sub,868,Entity_995,Rent transaction,card,Operations,Pretoria
300542,27/02/2026,Business,Income,Software,Software Sub,"14,957",Entity_404,Software transaction,Card,Operations,cape town
300543,2026/01/11,Business,Expense,Utilities,Utilities Sub,-2586,Entity_876,Utilities transaction,EFT,Sales,Pretoria
300544,2026-01-19,Card,Expense,Software,Software Sub,-8518,Entity_962,Software transaction,eft,Sales,Durban
300545,2026/01/08,Business,Expense,Consulting,Consulting Sub,-18859,Entity_665,Consulting transaction,Card,Sales,cape town
300546,2026/02/15,Card,Income,Travel,Travel Sub,7480,Entity_627,Travel transaction,EFT,Operations,Cape Town
300547,01/02/2026,Business,Income,Marketing,Marketing Sub,12498,Entity_628,Marketing transaction,EFT,Operations,cape town
300548,07 Jan 2026,Card,Income,Sales,Sales Sub,12671,Entity_525,Sales transaction,Cash,Sales,cape town
300549,06/03/2026,Card,Income,Consulting,Consulting Sub,2648,Entity_910,Consulting transaction,eft,Admin,cape town
300550,17/02/2026,Card,Expense,Utilities,Utilities Sub,-3206,Entity_344,Utilities transaction,EFT,Sales,Johannesburg
300551,2026/02/19,Business,Income,Travel,Travel Sub,"11,038",Entity_652,Travel transaction,Cash,Admin,Pretoria
300552,2026-01-29,Card,Income,Utilities,Utilities Sub,19317,Entity_209,Utilities transaction,EFT,Admin,cape town
300553,11 Feb 2026,Card,Expense,Marketing,Marketing Sub,-5677,Entity_669,Marketing transaction,Cash,Admin,Johannesburg
300554,2026-03-05,Card,Income,Marketing,Marketing Sub,11270,Entity_828,Marketing transaction,eft,Operations,Johannesburg
300555,03/02/2026,Business,Income,Software,Software Sub,6422,Entity_891,Software transaction,EFT,Sales,Cape Town
300556,2026/03/02,Card,Expense,Utilities,Utilities Sub,-1304,Entity_981,Utilities transaction,card,Sales,Johannesburg
300557,2026-03-09,Business,Expense,Consulting,Consulting Sub,-8862,Entity_680,Consulting transaction,card,Sales,cape town
300558,2026-01-01,Business,Expense,Software,Software Sub,-10667,Entity_273,Software transaction,eft,Admin,Johannesburg
300559,2026-01-04,Card,Expense,Marketing,Marketing Sub,-11081,Entity_893,Marketing transaction,eft,Sales,Cape Town
300560,06/01/2026,Business,Expense,Consulting,Consulting Sub,-5611,Entity_901,Consulting transaction,Cash,Admin,Pretoria
300561,15 Mar 2026,Business,Income,Utilities,Utilities Sub,16650,Entity_920,Utilities transaction,card,Operations,Cape Town
300562,17/02/2026,Card,Expense,Sales,Sales Sub,"-6,884",Entity_984,Sales transaction,EFT,Operations,Cape Town
300563,2026-03-20,Card,Expense,Utilities,Utilities Sub,-13491,Entity_781,Utilities transaction,Cash,Admin,Pretoria
300564,28 Feb 2026,Business,Expense,Software,Software Sub,-18836,Entity_750,Software transaction,EFT,Sales,cape town
300565,11 Feb 2026,Business,Expense,Travel,Travel Sub,-12834,Entity_244,Travel transaction,eft,Sales,Durban
300566,2026/03/11,Business,Income,Consulting,Consulting Sub,17616,Entity_532,Consulting transaction,eft,Sales,cape town
300567,12 Mar 2026,Card,Expense,Consulting,Consulting Sub,-19904,Entity_217,Consulting transaction,Card,Sales,Durban
300568,2026/02/16,Card,Income,Travel,Travel Sub,7283,Entity_755,Travel transaction,EFT,Operations,Johannesburg
300569,2026-03-04,Business,Income,Rent,Rent Sub,19816,Entity_616,Rent transaction,EFT,Sales,cape town
300570,05 Mar 2026,Business,Income,Software,Software Sub,2184,Entity_119,Software transaction,Card,Sales,Cape Town
300571,23 Feb 2026,Card,Expense,Utilities,Utilities Sub,-9631,Entity_454,Utilities transaction,card,Admin,Durban
300572,01 Mar 2026,Business,Expense,Rent,Rent Sub,-1919,Entity_728,Rent transaction,Cash,Sales,Johannesburg
300573,2026-02-11,Card,Income,Software,Software Sub,17683,Entity_505,Software transaction,Card,Admin,Johannesburg
300574,2026-03-10,Business,Income,Software,Software Sub,12569,Entity_444,Software transaction,Card,Sales,cape town
300575,25/01/2026,Business,Expense,Consulting,Consulting Sub,-2822,Entity_875,Consulting transaction,eft,Operations,cape town
300576,2026-03-11,Business,Income,Utilities,Utilities Sub,18857,Entity_546,Utilities transaction,Card,Admin,Durban
300577,16/03/2026,Business,Income,Utilities,Utilities Sub,5110,Entity_412,Utilities transaction,eft,Admin,Johannesburg
300578,24 Jan 2026,Card,Income,Marketing,Marketing Sub,6635,Entity_985,Marketing transaction,EFT,Operations,Pretoria
300579,17 Mar 2026,Business,Expense,Consulting,Consulting Sub,-7849,Entity_921,Consulting transaction,EFT,Sales,Durban
300580,2026-01-18,Business,Expense,Travel,Travel Sub,-4731,Entity_592,Travel transaction,Cash,Admin,Johannesburg
300581,14 Mar 2026,Business,Income,Sales,Sales Sub,3686,Entity_573,Sales transaction,EFT,Operations,Pretoria
300582,27 Feb 2026,Business,Expense,Travel,Travel Sub,-1415,Entity_23,Travel transaction,Cash,Sales,Cape Town
300583,2026-02-15,Business,Expense,Software,Software Sub,-17938,Entity_976,Software transaction,eft,Admin,Durban
300584,22 Mar 2026,Business,Income,Software,Software Sub,17163,Entity_448,Software transaction,Card,Sales,cape town
300585,01/01/2026,Card,Income,Marketing,Marketing Sub,"1,079",Entity_284,Marketing transaction,eft,Operations,Cape Town
300586,2026/03/16,Card,Income,Marketing,Marketing Sub,2672,Entity_306,Marketing transaction,Cash,Admin,Cape Town
300587,2026-02-25,Card,Expense,Utilities,Utilities Sub,-835,Entity_66,Utilities transaction,card,Sales,Cape Town
300588,09/01/2026,Business,Income,Rent,Rent Sub,8042,Entity_925,Rent transaction,EFT,Sales,Cape Town
300589,16 Feb 2026,Business,Income,Marketing,Marketing Sub,10041,Entity_332,Marketing transaction,EFT,Admin,Cape Town
300590,2026/01/22,Card,Expense,Travel,Travel Sub,-17321,Entity_73,Travel transaction,Cash,Admin,cape town
300591,2026/03/22,Business,Expense,Sales,Sales Sub,-13192,Entity_807,Sales transaction,Card,Admin,Cape Town
300592,05/01/2026,Card,Expense,Software,Software Sub,-17474,Entity_935,Software transaction,eft,Sales,Cape Town
300593,2026-02-21,Business,Expense,Rent,Rent Sub,-12830,Entity_220,Rent transaction,Cash,Admin,cape town
300594,2026-01-25,Card,Income,Consulting,Consulting Sub,13484,Entity_851,Consulting transaction,Card,Admin,Cape Town
300595,23/02/2026,Card,Income,Utilities,Utilities Sub,7423,Entity_145,Utilities transaction,EFT,Sales,Cape Town
300596,2026-03-20,Business,Income,Software,Software Sub,2737,Entity_43,Software transaction,Card,Operations,Durban
300597,2026/01/15,Card,Expense,Software,Software Sub,-4828,Entity_948,Software transaction,EFT,Admin,Johannesburg
300598,2026/01/26,Card,Expense,Software,Software Sub,-1363,Entity_569,Software transaction,Card,Operations,Pretoria
300599,22/01/2026,Business,Expense,Travel,Travel Sub,"-9,930",Entity_311,Travel transaction,card,Operations,cape town
300600,18 Feb 2026,Card,Income,Software,Software Sub,17122,Entity_421,Software transaction,Card,Operations,Johannesburg
300601,2026-01-06,Business,Expense,Sales,Sales Sub,-2392,Entity_455,Sales transaction,eft,Admin,Johannesburg
300602,12 Jan 2026,Business,Income,Sales,Sales Sub,"9,265",Entity_216,Sales transaction,card,Operations,Cape Town
300603,16 Jan 2026,Business,Income,Rent,Rent Sub,17333,Entity_719,Rent transaction,eft,Sales,Pretoria
300604,2026/03/12,Card,Income,Marketing,Marketing Sub,18189,Entity_314,Marketing transaction,card,Sales,Johannesburg
300605,2026/02/19,Card,Expense,Marketing,Marketing Sub,"-2,142",Entity_556,Marketing transaction,eft,Admin,cape town
300606,2026-02-06,Card,Expense,Utilities,Utilities Sub,-18540,Entity_764,Utilities transaction,Cash,Operations,Johannesburg
300607,04 Mar 2026,Business,Expense,Travel,Travel Sub,-3676,Entity_114,Travel transaction,card,Sales,Johannesburg
300608,27 Mar 2026,Business,Income,Marketing,Marketing Sub,5021,Entity_32,Marketing transaction,Card,Sales,Durban
300609,31 Jan 2026,Business,Expense,Rent,Rent Sub,-9764,Entity_198,Rent transaction,eft,Sales,Cape Town
300610,2026/02/20,Business,Expense,Rent,Rent Sub,-6097,Entity_992,Rent transaction,EFT,Admin,Cape Town
300611,2026/02/23,Business,Income,Software,Software Sub,"14,472",Entity_103,Software transaction,Card,Admin,Pretoria
300612,2026/03/14,Card,Income,Travel,Travel Sub,8241,Entity_892,Travel transaction,eft,Sales,Cape Town
300613,2026/03/31,Card,Income,Rent,Rent Sub,12439,Entity_669,Rent transaction,card,Sales,cape town
300614,2026/01/30,Business,Income,Utilities,Utilities Sub,7908,Entity_840,Utilities transaction,Card,Sales,Johannesburg
300615,17 Jan 2026,Business,Expense,Rent,Rent Sub,"-4,768",Entity_564,Rent transaction,card,Operations,Durban
300616,23 Feb 2026,Card,Income,Rent,Rent Sub,6037,Entity_811,Rent transaction,card,Operations,Cape Town
300617,12/01/2026,Card,Income,Utilities,Utilities Sub,3609,Entity_303,Utilities transaction,EFT,Admin,cape town
300618,2026/02/24,Card,Expense,Marketing,Marketing Sub,-7347,Entity_738,Marketing transaction,EFT,Admin,Johannesburg
300619,2026/03/13,Card,Expense,Travel,Travel Sub,-2138,Entity_543,Travel transaction,eft,Operations,Durban
300620,2026-01-12,Card,Expense,Software,Software Sub,-2091,Entity_819,Software transaction,eft,Admin,Cape Town
300621,19 Feb 2026,Business,Income,Travel,Travel Sub,7266,Entity_54,Travel transaction,card,Sales,Cape Town
300622,22 Mar 2026,Card,Expense,Rent,Rent Sub,-6074,Entity_918,Rent transaction,eft,Sales,Johannesburg
300623,10/01/2026,Card,Expense,Software,Software Sub,-15625,Entity_196,Software transaction,card,Admin,Cape Town
300624,28 Mar 2026,Business,Expense,Travel,Travel Sub,-16549,Entity_980,Travel transaction,card,Operations,Johannesburg
300625,2026-02-02,Card,Expense,Consulting,Consulting Sub,-19920,Entity_258,Consulting transaction,card,Sales,cape town
300626,09/01/2026,Business,Income,Utilities,Utilities Sub,14252,Entity_853,Utilities transaction,eft,Sales,Durban
300627,02 Mar 2026,Card,Expense,Sales,Sales Sub,-1699,Entity_418,Sales transaction,Card,Sales,Pretoria
300628,2026-03-17,Card,Income,Utilities,Utilities Sub,12780,Entity_600,Utilities transaction,EFT,Admin,Pretoria
300629,2026-01-16,Card,Expense,Rent,Rent Sub,-8690,Entity_533,Rent transaction,card,Operations,Pretoria
300630,18 Feb 2026,Business,Income,Marketing,Marketing Sub,18465,Entity_394,Marketing transaction,card,Admin,Pretoria
300631,25/01/2026,Business,Income,Consulting,Consulting Sub,3694,Entity_208,Consulting transaction,EFT,Operations,Johannesburg
300632,2026/03/28,Card,Income,Consulting,Consulting Sub,"15,466",Entity_558,Consulting transaction,Card,Operations,Pretoria
300633,2026-01-05,Business,Income,Rent,Rent Sub,1583,Entity_743,Rent transaction,Card,Sales,cape town
300634,2026/02/26,Card,Expense,Utilities,Utilities Sub,"-9,485",Entity_817,Utilities transaction,EFT,Admin,Johannesburg
300635,24 Jan 2026,Card,Expense,Travel,Travel Sub,-13813,Entity_742,Travel transaction,Cash,Admin,Johannesburg
300636,26/03/2026,Business,Expense,Travel,Travel Sub,-13290,Entity_499,Travel transaction,card,Sales,Durban
300637,01 Jan 2026,Business,Expense,Software,Software Sub,-19572,Entity_775,Software transaction,EFT,Sales,Pretoria
300638,17/03/2026,Business,Income,Marketing,Marketing Sub,"11,283",Entity_419,Marketing transaction,card,Sales,Cape Town
300639,2026/02/17,Card,Expense,Software,Software Sub,-16601,Entity_330,Software transaction,card,Admin,cape town
300640,14 Feb 2026,Business,Income,Travel,Travel Sub,18565,Entity_689,Travel transaction,EFT,Operations,Durban
300641,2026/02/11,Business,Income,Travel,Travel Sub,18115,Entity_50,Travel transaction,EFT,Admin,Durban
300642,2026-01-22,Business,Expense,Consulting,Consulting Sub,-1671,Entity_55,Consulting transaction,eft,Admin,Cape Town
300643,2026-01-22,Card,Expense,Utilities,Utilities Sub,-17928,Entity_410,Utilities transaction,eft,Operations,Johannesburg
300644,2026/02/05,Card,Expense,Rent,Rent Sub,-13365,Entity_578,Rent transaction,Cash,Operations,Johannesburg
300645,2026-01-16,Business,Expense,Consulting,Consulting Sub,-14489,Entity_93,Consulting transaction,Cash,Operations,Pretoria
300646,2026-02-24,Card,Expense,Travel,Travel Sub,-12920,Entity_910,Travel transaction,Cash,Admin,Johannesburg
300647,18 Mar 2026,Business,Income,Sales,Sales Sub,13450,Entity_272,Sales transaction,Card,Operations,Johannesburg
300648,2026/02/15,Business,Income,Consulting,Consulting Sub,556,Entity_286,Consulting transaction,eft,Operations,Pretoria
300649,2026/01/04,Card,Income,Travel,Travel Sub,6807,Entity_377,Travel transaction,Cash,Operations,Johannesburg
300650,08 Mar 2026,Business,Expense,Software,Software Sub,-9283,Entity_138,Software transaction,card,Admin,Johannesburg
300651,2026/02/15,Card,Income,Travel,Travel Sub,15333,Entity_262,Travel transaction,EFT,Sales,Cape Town
300652,2026/01/07,Card,Income,Marketing,Marketing Sub,1135,Entity_643,Marketing transaction,Card,Operations,Johannesburg
300653,2026-03-17,Card,Income,Utilities,Utilities Sub,10589,Entity_44,Utilities transaction,EFT,Sales,cape town
300654,29/01/2026,Card,Income,Consulting,Consulting Sub,11600,Entity_403,Consulting transaction,EFT,Operations,Cape Town
300655,24/01/2026,Card,Income,Consulting,Consulting Sub,12701,Entity_651,Consulting transaction,EFT,Sales,cape town
300656,2026-02-06,Card,Income,Utilities,Utilities Sub,16851,Entity_929,Utilities transaction,EFT,Admin,Pretoria
300657,19 Jan 2026,Card,Income,Rent,Rent Sub,"11,260",Entity_325,Rent transaction,Cash,Sales,cape town
300658,01/02/2026,Card,Income,Travel,Travel Sub,"14,895",Entity_338,Travel transaction,eft,Sales,Durban
300659,20 Feb 2026,Card,Income,Consulting,Consulting Sub,6477,Entity_713,Consulting transaction,Cash,Operations,Johannesburg
300660,2026/03/03,Card,Income,Marketing,Marketing Sub,13188,Entity_470,Marketing transaction,EFT,Admin,cape town
300661,17/02/2026,Business,Income,Consulting,Consulting Sub,11262,Entity_577,Consulting transaction,Cash,Operations,Pretoria
300662,2026/03/16,Card,Income,Software,Software Sub,1916,Entity_44,Software transaction,EFT,Admin,Durban
300663,2026-01-11,Business,Income,Sales,Sales Sub,3720,Entity_350,Sales transaction,EFT,Admin,Johannesburg
300664,08 Feb 2026,Card,Income,Travel,Travel Sub,2710,Entity_27,Travel transaction,Cash,Admin,Cape Town
300665,16/02/2026,Card,Expense,Sales,Sales Sub,-928,Entity_97,Sales transaction,eft,Sales,Johannesburg
300666,2026-03-21,Card,Income,Software,Software Sub,19633,Entity_903,Software transaction,eft,Sales,Durban
300667,08/01/2026,Card,Income,Sales,Sales Sub,"1,451",Entity_617,Sales transaction,card,Operations,Durban
300668,20/02/2026,Card,Income,Utilities,Utilities Sub,"2,519",Entity_888,Utilities transaction,Cash,Sales,Pretoria
300669,2026-03-15,Business,Expense,Software,Software Sub,-7935,Entity_371,Software transaction,Cash,Admin,Johannesburg
300670,24 Jan 2026,Business,Income,Marketing,Marketing Sub,8779,Entity_196,Marketing transaction,EFT,Admin,Johannesburg
300671,2026-01-11,Business,Income,Marketing,Marketing Sub,15156,Entity_311,Marketing transaction,EFT,Sales,Cape Town
300672,13/02/2026,Business,Expense,Marketing,Marketing Sub,-6396,Entity_578,Marketing transaction,Cash,Admin,cape town
300673,2026-03-06,Business,Expense,Rent,Rent Sub,-11720,Entity_43,Rent transaction,eft,Admin,Cape Town
300674,23/02/2026,Business,Expense,Utilities,Utilities Sub,-12936,Entity_204,Utilities transaction,eft,Operations,cape town
300675,12 Mar 2026,Business,Income,Sales,Sales Sub,9659,Entity_400,Sales transaction,Cash,Operations,Durban
300676,17 Jan 2026,Business,Expense,Utilities,Utilities Sub,-4619,Entity_883,Utilities transaction,Cash,Admin,Pretoria
300677,08/01/2026,Card,Income,Utilities,Utilities Sub,18179,Entity_370,Utilities transaction,Card,Operations,Johannesburg
300678,12 Jan 2026,Business,Income,Consulting,Consulting Sub,18350,Entity_127,Consulting transaction,eft,Admin,Pretoria
300679,2026-03-03,Card,Expense,Consulting,Consulting Sub,-5474,Entity_224,Consulting transaction,eft,Sales,cape town
300680,06 Mar 2026,Card,Income,Marketing,Marketing Sub,217,Entity_443,Marketing transaction,Cash,Sales,Johannesburg
300681,21/01/2026,Business,Expense,Consulting,Consulting Sub,-4129,Entity_403,Consulting transaction,card,Operations,Durban
300682,23 Jan 2026,Business,Income,Rent,Rent Sub,7469,Entity_371,Rent transaction,EFT,Operations,Pretoria
300683,28/02/2026,Business,Expense,Marketing,Marketing Sub,-12683,Entity_924,Marketing transaction,EFT,Operations,Durban
300684,2026/03/16,Card,Income,Consulting,Consulting Sub,16455,Entity_508,Consulting transaction,Card,Sales,Johannesburg
300685,2026-01-10,Business,Income,Utilities,Utilities Sub,6965,Entity_775,Utilities transaction,Cash,Admin,cape town
300686,2026-01-11,Card,Income,Rent,Rent Sub,5931,Entity_65,Rent transaction,eft,Sales,Pretoria
300687,2026/01/19,Business,Income,Utilities,Utilities Sub,10103,Entity_928,Utilities transaction,Cash,Admin,Pretoria
300688,02/02/2026,Business,Income,Sales,Sales Sub,9515,Entity_439,Sales transaction,eft,Sales,Durban
300689,2026/01/04,Business,Expense,Consulting,Consulting Sub,-18045,Entity_495,Consulting transaction,Cash,Operations,cape town
300690,2026-03-03,Business,Income,Consulting,Consulting Sub,5924,Entity_863,Consulting transaction,EFT,Admin,Durban
300691,2026-03-11,Business,Expense,Travel,Travel Sub,-10437,Entity_325,Travel transaction,card,Sales,Johannesburg
300692,02 Feb 2026,Business,Income,Sales,Sales Sub,617,Entity_242,Sales transaction,card,Sales,cape town
300693,2026-03-21,Business,Income,Travel,Travel Sub,13647,Entity_926,Travel transaction,eft,Admin,cape town
300694,2026/02/02,Business,Income,Marketing,Marketing Sub,14888,Entity_212,Marketing transaction,Card,Sales,Durban
300695,22 Jan 2026,Card,Expense,Utilities,Utilities Sub,-8721,Entity_861,Utilities transaction,EFT,Sales,Durban
300696,27 Mar 2026,Business,Income,Travel,Travel Sub,16898,Entity_882,Travel transaction,card,Operations,Durban
300697,2026/02/15,Card,Expense,Sales,Sales Sub,-19211,Entity_531,Sales transaction,EFT,Operations,Johannesburg
300698,22/01/2026,Card,Income,Marketing,Marketing Sub,2866,Entity_696,Marketing transaction,EFT,Admin,Pretoria
300699,2026-02-28,Business,Expense,Rent,Rent Sub,-3377,Entity_337,Rent transaction,Cash,Sales,Johannesburg
300700,2026-03-11,Business,Expense,Software,Software Sub,-12715,Entity_236,Software transaction,Card,Sales,cape town
300701,2026/02/01,Card,Expense,Consulting,Consulting Sub,"-5,757",Entity_509,Consulting transaction,eft,Operations,Durban
300702,05/02/2026,Card,Income,Sales,Sales Sub,11737,Entity_690,Sales transaction,card,Sales,Johannesburg
300703,2026/03/07,Card,Expense,Marketing,Marketing Sub,-15655,Entity_617,Marketing transaction,eft,Operations,Pretoria
300704,08/03/2026,Card,Income,Rent,Rent Sub,5390,Entity_526,Rent transaction,Cash,Sales,Cape Town
300705,2026-01-31,Card,Income,Rent,Rent Sub,17042,Entity_66,Rent transaction,Card,Operations,Cape Town
