TransactionID,Date,StoreID,City,ProductID,Product,Category,Price,Quantity,Discount,Revenue,PaymentMethod,Cashier,CustomerID
100257,2026/01/30,10,Pretoria,260,Laptop,Electronics,1200,5,0,6000.0,card,Cashier_20,1703
100258,2026-01-05,1,Johannesburg,163,Mouse,Accessories,25,4,10,90.0,EFT,Cashier_29,3089
100259,2026-02-13,10,Pretoria,114,Keyboard,Accessories,45,4,5,171.0,eft,Cashier_31,4881
100260,2026/01/24,4,Durban,202,Mouse,Accessories,25,1,0,25.0,eft,Cashier_18,3859
100261,20 Feb 2026,4,Cape Town,286,Keyboard,Accessories,45,5,10,202.5,card,Cashier_39,1108
100262,2026-03-26,10,Durban,181,Monitor,Electronics,300,1,5,285.0,eft,Cashier_21,4766
100263,2026-03-30,7,Durban,288,Monitor,Electronics,300,1,10,270.0,eft,Cashier_2,1047
100264,06/01/2026,5,Pretoria,279,Monitor,Electronics,300,3,0,900.0,card,Cashier_37,2921
100265,05 Jan 2026,9,Pretoria,205,Keyboard,Accessories,45,5,5,213.75,Cash,Cashier_11,2856
100266,2026-03-24,10,Pretoria,257,Monitor,Electronics,300,5,0,1500.0,EFT,Cashier_32,3986
100267,04 Feb 2026,5,Cape Town,165,Laptop,Electronics,1200,3,0,3600.0,Card,Cashier_7,2916
100268,06/01/2026,2,Cape Town,124,Mouse,Accessories,25,4,0,100.0,eft,Cashier_8,1179
100269,2026-01-15,7,Pretoria,259,Keyboard,Accessories,45,4,0,180.0,card,Cashier_35,3351
100270,20/02/2026,6,Pretoria,118,Monitor,Electronics,300,2,5,570.0,Card,Cashier_1,4310
100271,2026-03-26,5,Pretoria,178,Keyboard,Accessories,45,1,10,40.5,eft,Cashier_17,2878
100272,27/03/2026,9,Pretoria,290,Monitor,Electronics,300,1,0,300.0,Cash,Cashier_29,1386
100273,02/02/2026,6,Pretoria,136,Monitor,Electronics,300,2,5,570.0,eft,Cashier_1,1942
100274,13 Feb 2026,10,Durban,128,Monitor,Electronics,300,3,0,900.0,eft,Cashier_19,3938
100275,31 Jan 2026,6,Johannesburg,100,Keyboard,Accessories,45,2,0,90.0,eft,Cashier_9,2751
100276,14 Jan 2026,7,cape town,129,Monitor,Electronics,300,1,5,285.0,eft,Cashier_14,1660
100277,2026/02/11,5,Pretoria,293,Mouse,Accessories,25,3,5,71.25,card,Cashier_17,4781
100278,23/01/2026,5,cape town,118,Monitor,Electronics,300,5,0,1500.0,Cash,Cashier_24,4083
100279,2026/02/13,7,Johannesburg,250,Mouse,Accessories,25,1,0,25.0,Cash,Cashier_26,4088
100280,25/02/2026,10,Durban,188,Keyboard,Accessories,45,3,0,135.0,Card,Cashier_7,3435
100281,10 Mar 2026,5,Durban,202,Laptop,Electronics,1200,2,0,2400.0,Card,Cashier_26,1625
100282,22/02/2026,8,cape town,267,Mouse,Accessories,25,4,10,90.0,eft,Cashier_3,4524
100283,2026/03/24,8,cape town,211,Keyboard,Accessories,45,3,0,135.0,Cash,Cashier_14,2138
100284,03/02/2026,5,Johannesburg,185,Laptop,Electronics,1200,3,5,3420.0,Cash,Cashier_25,4610
100285,2026-02-19,2,Pretoria,152,Monitor,Electronics,300,4,0,1200.0,Cash,Cashier_4,3141
100286,2026/03/21,3,Cape Town,188,Keyboard,Accessories,45,1,10,40.5,Cash,Cashier_34,2779
100287,03 Jan 2026,1,cape town,290,Mouse,Accessories,25,5,0,125.0,eft,Cashier_14,4490
100288,05 Mar 2026,9,Cape Town,197,Monitor,Electronics,300,3,0,900.0,Card,Cashier_15,2366
100289,2026-03-16,6,Durban,267,Monitor,Electronics,300,5,10,1350.0,card,Cashier_34,4881
100290,2026/01/28,1,Johannesburg,108,Monitor,Electronics,300,1,10,270.0,Card,Cashier_12,3535
100291,2026-02-08,8,cape town,165,Keyboard,Accessories,45,4,10,162.0,card,Cashier_3,3756
100292,2026-02-08,7,Johannesburg,124,Monitor,Electronics,300,5,0,1500.0,eft,Cashier_13,1297
100293,03/01/2026,7,Cape Town,271,mouse,Accessories,25,5,10,112.5,EFT,Cashier_40,4268
100294,25/01/2026,4,Cape Town,256,Mouse,Accessories,25,1,10,22.5,eft,Cashier_22,4490
100295,2026/02/01,10,Johannesburg,282,Keyboard,Accessories,45,2,5,85.5,Cash,Cashier_24,3369
100296,2026-01-25,2,cape town,170,Keyboard,Accessories,45,5,0,225.0,Cash,Cashier_15,1666
100297,02/02/2026,5,Durban,110,Laptop,Electronics,1200,5,0,6000.0,card,Cashier_32,4846
100298,15/02/2026,5,Johannesburg,167,Monitor,Electronics,300,3,5,855.0,card,Cashier_38,2460
100299,10 Jan 2026,4,Durban,178,mouse,Accessories,25,4,0,100.0,Cash,Cashier_1,4398
100300,16 Feb 2026,4,Durban,200,Monitor,Electronics,300,4,10,1080.0,Card,Cashier_6,4918
100301,2026-02-18,7,Cape Town,211,Mouse,Accessories,25,3,5,71.25,Card,Cashier_15,4518
100302,2026-01-29,6,Johannesburg,229,Monitor,Electronics,300,4,0,1200.0,card,Cashier_25,3583
100303,26/01/2026,3,Cape Town,170,Monitor,Electronics,300,5,0,1500.0,eft,Cashier_1,1020
100304,09/02/2026,3,Cape Town,283,Keyboard,Accessories,45,3,0,135.0,EFT,Cashier_18,4134
100305,21 Jan 2026,4,Durban,238,Mouse,Accessories,25,1,0,25.0,card,Cashier_39,1263
100306,20/01/2026,4,Pretoria,257,Monitor,Electronics,300,2,0,600.0,card,Cashier_36,2063
100307,2026/02/15,3,Pretoria,220,Laptop,Electronics,1200,5,5,5700.0,eft,Cashier_37,3909
100308,25 Feb 2026,6,cape town,213,Mouse,Accessories,25,2,0,50.0,EFT,Cashier_22,3742
100309,21 Mar 2026,3,Durban,246,Mouse,Accessories,25,1,0,25.0,card,Cashier_30,1823
100310,17/01/2026,5,Cape Town,270,monitor,Electronics,300,5,5,1425.0,card,Cashier_28,3097
100311,18/02/2026,1,Johannesburg,291,Mouse,Accessories,25,3,10,67.5,card,Cashier_28,1051
100312,14/01/2026,9,Cape Town,289,Monitor,Electronics,300,3,10,810.0,card,Cashier_2,3107
100313,2026-02-24,10,Durban,199,Monitor,Electronics,300,4,5,1140.0,eft,Cashier_1,3292
100314,18 Jan 2026,3,Durban,137,Laptop,Electronics,"1,200",2,5,2280.0,eft,Cashier_25,3835
100315,19 Feb 2026,6,cape town,109,Laptop,Electronics,"1,200",5,0,6000.0,card,Cashier_31,4907
100316,2026/03/27,5,Durban,297,Mouse,Accessories,25,2,0,50.0,eft,Cashier_16,4110
100317,2026-03-14,1,Pretoria,180,mouse,Accessories,25,3,0,75.0,eft,Cashier_12,2868
100318,06/01/2026,6,Johannesburg,215,Laptop,Electronics,1200,4,0,4800.0,card,Cashier_26,2898
100319,2026/01/28,6,Cape Town,124,Laptop,Electronics,"1,200",4,5,4560.0,EFT,Cashier_20,3867
100320,12/02/2026,1,Cape Town,104,Mouse,Accessories,25,3,0,75.0,eft,Cashier_30,2328
100321,23/03/2026,1,cape town,292,Laptop,Electronics,1200,3,5,3420.0,Cash,Cashier_32,1159
100322,01/02/2026,9,Pretoria,211,Monitor,Electronics,300,1,5,285.0,Card,Cashier_1,4300
100323,2026-02-14,10,cape town,242,Mouse,Accessories,25,4,0,100.0,eft,Cashier_10,1543
100324,2026-01-18,3,Cape Town,252,Monitor,Electronics,300,2,5,570.0,Cash,Cashier_23,1030
100325,25 Feb 2026,5,cape town,200,Mouse,Accessories,25,1,0,25.0,Cash,Cashier_29,2432
100326,2026/01/02,4,Cape Town,227,keyboard,Accessories,45,4,0,180.0,Card,Cashier_6,3432
100327,20 Feb 2026,4,Pretoria,258,Monitor,Electronics,300,1,0,300.0,card,Cashier_11,1371
100328,13/03/2026,4,Johannesburg,243,Keyboard,Accessories,45,3,0,135.0,Card,Cashier_28,3341
100329,15/02/2026,8,Pretoria,120,Keyboard,Accessories,45,2,0,90.0,EFT,Cashier_14,1259
100330,2026/02/17,7,Pretoria,258,Laptop,Electronics,1200,3,5,3420.0,Card,Cashier_13,4658
100331,16 Jan 2026,6,Cape Town,157,Monitor,Electronics,300,3,10,810.0,EFT,Cashier_9,1784
100332,2026/03/16,1,Cape Town,168,Keyboard,Accessories,45,5,0,225.0,Card,Cashier_12,3893
100333,2026-02-25,3,Durban,192,Monitor,Electronics,300,5,0,1500.0,EFT,Cashier_6,3318
100334,2026/01/09,9,Pretoria,147,monitor,Electronics,300,2,0,600.0,card,Cashier_13,1076
100335,09 Mar 2026,9,Durban,142,Keyboard,Accessories,45,2,0,90.0,Card,Cashier_15,4865
100336,2026/01/19,4,Johannesburg,185,Laptop,Electronics,1200,2,0,2400.0,card,Cashier_7,2047
100337,28 Mar 2026,1,Johannesburg,179,Monitor,Electronics,300,3,0,900.0,EFT,Cashier_20,4248
100338,2026-03-16,2,Durban,118,Monitor,Electronics,300,4,5,1140.0,Card,Cashier_16,2921
100339,2026/02/07,8,Durban,278,Laptop,Electronics,1200,2,5,2280.0,eft,Cashier_14,3849
100340,2026/01/10,10,Durban,152,Monitor,Electronics,300,4,0,1200.0,EFT,Cashier_12,3631
100341,2026-03-05,5,Johannesburg,221,Monitor,Electronics,300,4,10,1080.0,Cash,Cashier_8,3429
100342,2026-02-23,3,Durban,208,Laptop,Electronics,1200,2,10,2160.0,card,Cashier_5,4666
100343,11 Mar 2026,5,Johannesburg,221,Mouse,Accessories,25,1,0,25.0,EFT,Cashier_28,3738
100344,04/02/2026,8,Pretoria,221,Keyboard,Accessories,45,4,5,171.0,eft,Cashier_27,2165
100345,11 Feb 2026,5,Pretoria,158,Keyboard,Accessories,45,4,0,180.0,Cash,Cashier_16,1635
100346,04 Jan 2026,7,cape town,134,mouse,Accessories,25,3,0,75.0,card,Cashier_30,3466
100347,2026-02-04,5,cape town,130,Monitor,Electronics,300,2,5,570.0,Cash,Cashier_20,3820
100348,29/03/2026,2,cape town,232,Monitor,Electronics,300,5,0,1500.0,EFT,Cashier_8,4792
100349,09 Feb 2026,1,Johannesburg,172,Laptop,Electronics,1200,3,5,3420.0,card,Cashier_17,4933
100350,2026-02-13,1,cape town,133,Keyboard,Accessories,45,2,5,85.5,Cash,Cashier_31,1685
100351,2026-03-23,7,Pretoria,218,Keyboard,Accessories,45,1,5,42.75,Card,Cashier_40,3085
100352,2026-03-14,7,Cape Town,227,Monitor,Electronics,300,1,0,300.0,Cash,Cashier_38,1133
100353,02/01/2026,8,Durban,164,Monitor,Electronics,300,4,5,1140.0,eft,Cashier_7,2704
100354,07 Jan 2026,3,Johannesburg,298,Monitor,Electronics,300,5,5,1425.0,card,Cashier_6,2869
100355,13/01/2026,10,Johannesburg,140,Keyboard,Accessories,45,1,5,42.75,Cash,Cashier_6,1854
100356,01 Mar 2026,7,Johannesburg,233,Keyboard,Accessories,45,5,0,225.0,eft,Cashier_31,4313
100357,23/01/2026,4,cape town,277,Mouse,Accessories,25,2,0,50.0,EFT,Cashier_9,1347
100358,23 Mar 2026,9,Pretoria,274,Monitor,Electronics,300,5,10,1350.0,EFT,Cashier_18,2955
100359,05/02/2026,8,cape town,139,Mouse,Accessories,25,2,10,45.0,EFT,Cashier_4,2423
100360,29 Mar 2026,6,cape town,253,Mouse,Accessories,25,2,5,47.5,Card,Cashier_40,2611
100361,2026-03-27,2,cape town,240,Laptop,Electronics,1200,1,0,1200.0,card,Cashier_28,2383
100362,21 Jan 2026,2,Johannesburg,129,Keyboard,Accessories,45,3,0,135.0,Cash,Cashier_33,4779
100363,18/03/2026,4,Cape Town,271,Laptop,Electronics,1200,1,0,1200.0,EFT,Cashier_33,1097
100364,20 Jan 2026,1,Cape Town,173,Keyboard,Accessories,45,5,5,213.75,Card,Cashier_40,2293
100365,02 Feb 2026,8,cape town,119,Laptop,Electronics,1200,2,5,2280.0,Card,Cashier_16,1645
100366,01/01/2026,10,Johannesburg,266,Mouse,Accessories,25,2,10,45.0,Cash,Cashier_7,1330
100367,08/02/2026,5,cape town,176,Keyboard,Accessories,45,2,10,81.0,eft,Cashier_8,2226
100368,2026-01-13,7,Durban,264,laptop,Electronics,1200,2,10,2160.0,Cash,Cashier_31,2920
100369,12/03/2026,9,Pretoria,264,Keyboard,Accessories,45,2,0,90.0,EFT,Cashier_13,3936
100370,2026/01/15,2,Cape Town,154,Keyboard,Accessories,45,4,0,180.0,EFT,Cashier_29,2809
100371,2026/01/27,3,Pretoria,294,Monitor,Electronics,300,5,10,1350.0,EFT,Cashier_13,2341
100372,19/02/2026,5,Johannesburg,268,Laptop,Electronics,1200,1,0,1200.0,card,Cashier_2,3779
100373,2026-03-27,1,Johannesburg,286,Mouse,Accessories,25,5,5,118.75,eft,Cashier_25,4450
100374,2026/03/18,1,Cape Town,161,Monitor,Electronics,300,4,0,1200.0,EFT,Cashier_9,4058
100375,2026-01-11,9,Durban,246,Monitor,Electronics,300,4,5,1140.0,Cash,Cashier_22,4979
100376,2026-02-04,9,Durban,170,keyboard,Accessories,45,1,0,45.0,Cash,Cashier_28,4023
100377,06 Jan 2026,5,cape town,180,Monitor,Electronics,300,5,0,1500.0,Card,Cashier_40,1685
100378,2026-01-17,5,cape town,279,Monitor,Electronics,300,4,5,1140.0,eft,Cashier_12,2856
100379,18/01/2026,7,Cape Town,219,Monitor,Electronics,300,1,0,300.0,EFT,Cashier_34,4924
100380,07 Feb 2026,8,Cape Town,267,Laptop,Electronics,1200,4,0,4800.0,EFT,Cashier_2,4523
100381,2026-02-11,3,Pretoria,114,Keyboard,Accessories,45,5,0,225.0,Card,Cashier_11,2236
100382,09 Mar 2026,9,Cape Town,209,Monitor,Electronics,300,5,0,1500.0,card,Cashier_30,2663
100383,10/01/2026,1,Cape Town,152,Keyboard,Accessories,45,3,10,121.5,Cash,Cashier_31,3111
100384,2026-01-06,6,Johannesburg,275,Mouse,Accessories,25,2,0,50.0,Cash,Cashier_24,4818
100385,2026/02/17,10,Durban,138,Keyboard,Accessories,45,4,10,162.0,EFT,Cashier_17,3609
100386,07 Feb 2026,6,Durban,133,Keyboard,Accessories,45,4,10,162.0,EFT,Cashier_10,4591
100387,2026/03/14,3,Durban,260,Mouse,Accessories,25,3,0,75.0,Cash,Cashier_15,3526
100388,03 Feb 2026,7,Durban,111,Laptop,Electronics,"1,200",4,5,4560.0,EFT,Cashier_34,1612
100389,2026-01-16,6,cape town,220,Keyboard,Accessories,45,2,0,90.0,EFT,Cashier_34,1632
100390,2026/02/21,5,Durban,174,monitor,Electronics,300,2,0,600.0,Card,Cashier_14,1109
100391,2026/02/25,8,Johannesburg,274,Keyboard,Accessories,45,4,5,171.0,Card,Cashier_24,1139
100392,2026-02-03,5,Johannesburg,128,Keyboard,Accessories,45,2,0,90.0,EFT,Cashier_19,3237
100393,14 Jan 2026,8,Johannesburg,101,Keyboard,Accessories,45,3,0,135.0,EFT,Cashier_16,1558
100394,2026/01/22,6,cape town,265,Keyboard,Accessories,45,2,0,90.0,card,Cashier_40,4883
100395,27 Mar 2026,8,Durban,193,Laptop,Electronics,1200,5,10,5400.0,Card,Cashier_15,2411
100396,11 Mar 2026,6,cape town,151,laptop,Electronics,1200,3,0,3600.0,Cash,Cashier_32,4620
100397,11 Jan 2026,10,Johannesburg,286,Monitor,Electronics,300,4,5,1140.0,Card,Cashier_37,4308
100398,2026-02-18,7,Pretoria,155,Mouse,Accessories,25,4,0,100.0,Card,Cashier_36,3780
100399,2026/01/16,7,Durban,119,Laptop,Electronics,1200,1,0,1200.0,EFT,Cashier_20,4047
100400,19/03/2026,8,Pretoria,222,Monitor,Electronics,300,4,10,1080.0,Card,Cashier_22,2136
100401,2026-01-22,1,Johannesburg,186,mouse,Accessories,25,3,0,75.0,EFT,Cashier_29,3535
100402,28 Mar 2026,1,Cape Town,134,Laptop,Electronics,1200,4,10,4320.0,eft,Cashier_32,3659
100403,18/01/2026,9,cape town,294,Monitor,Electronics,300,3,0,900.0,card,Cashier_13,4789
100404,2026/02/28,8,Durban,235,laptop,Electronics,1200,2,10,2160.0,EFT,Cashier_16,3910
100405,2026-02-11,9,cape town,209,Monitor,Electronics,300,3,0,900.0,eft,Cashier_30,3325
100406,2026/01/12,7,Durban,193,Keyboard,Accessories,45,3,0,135.0,eft,Cashier_29,3046
100407,2026/03/04,4,Cape Town,105,Monitor,Electronics,300,5,0,1500.0,card,Cashier_31,1502
100408,10/01/2026,5,Durban,277,Mouse,Accessories,25,2,10,45.0,card,Cashier_15,1178
100409,2026-02-01,5,Durban,138,Keyboard,Accessories,45,4,10,162.0,card,Cashier_20,1295
100410,2026/03/17,3,Durban,201,Keyboard,Accessories,45,2,10,81.0,Cash,Cashier_39,2461
100411,2026/01/17,7,cape town,186,Mouse,Accessories,25,1,0,25.0,Card,Cashier_10,1770
100412,2026-03-24,8,Johannesburg,156,Keyboard,Accessories,45,2,0,90.0,Card,Cashier_5,3472
100413,25/02/2026,3,Durban,182,mouse,Accessories,25,2,0,50.0,eft,Cashier_33,2464
100414,2026-03-20,4,Cape Town,215,Keyboard,Accessories,45,5,0,225.0,card,Cashier_33,2296
100415,2026/02/23,2,Cape Town,101,Laptop,Electronics,1200,3,0,3600.0,eft,Cashier_12,1232
100416,03/02/2026,1,Johannesburg,223,Keyboard,Accessories,45,2,0,90.0,eft,Cashier_32,2383
100417,2026/01/12,3,Johannesburg,149,Laptop,Electronics,1200,2,0,2400.0,EFT,Cashier_29,2420
100418,2026/01/12,9,Johannesburg,120,Laptop,Electronics,"1,200",2,0,2400.0,eft,Cashier_24,4782
100419,2026/03/22,2,cape town,283,Mouse,Accessories,25,5,5,118.75,EFT,Cashier_9,4175
100420,20/01/2026,5,Johannesburg,254,Mouse,Accessories,25,1,10,22.5,eft,Cashier_31,4519
100421,16 Feb 2026,8,Durban,154,Monitor,Electronics,300,1,0,300.0,card,Cashier_18,2331
100422,2026/02/21,6,Cape Town,261,Mouse,Accessories,25,5,0,125.0,Cash,Cashier_31,3586
100423,28/02/2026,8,Durban,230,Keyboard,Accessories,45,5,0,225.0,Cash,Cashier_17,3520
100424,2026/01/29,6,cape town,294,Mouse,Accessories,25,3,0,75.0,EFT,Cashier_14,2722
100425,04 Jan 2026,3,Durban,188,Mouse,Accessories,25,5,0,125.0,eft,Cashier_26,3466
100426,26 Jan 2026,8,Durban,297,Mouse,Accessories,25,1,0,25.0,Cash,Cashier_36,4971
100427,18 Feb 2026,3,cape town,256,Laptop,Electronics,"1,200",5,5,5700.0,EFT,Cashier_8,3893
100428,2026-03-14,4,Johannesburg,198,Monitor,Electronics,300,4,0,1200.0,Cash,Cashier_23,3920
100429,29 Jan 2026,10,Cape Town,163,Keyboard,Accessories,45,2,10,81.0,card,Cashier_37,2388
100430,2026/03/07,9,Johannesburg,189,Mouse,Accessories,25,1,0,25.0,EFT,Cashier_15,2435
100431,01/03/2026,6,Johannesburg,123,Monitor,Electronics,300,1,0,300.0,EFT,Cashier_25,4185
100432,2026/01/20,1,Pretoria,192,Keyboard,Accessories,45,1,10,40.5,card,Cashier_23,3882
100433,02/01/2026,4,Cape Town,157,Monitor,Electronics,300,3,10,810.0,card,Cashier_37,1755
100434,05/01/2026,7,Pretoria,190,Monitor,Electronics,300,3,5,855.0,eft,Cashier_37,2674
100435,2026-01-07,9,Johannesburg,290,Keyboard,Accessories,45,5,5,213.75,card,Cashier_28,3282
100436,2026/02/20,5,Pretoria,224,Mouse,Accessories,25,2,5,47.5,Card,Cashier_27,1919
100437,2026-02-15,1,Cape Town,182,Mouse,Accessories,25,4,0,100.0,EFT,Cashier_6,1789
100438,2026-03-02,1,cape town,226,Laptop,Electronics,"1,200",4,0,4800.0,EFT,Cashier_28,2963
100439,2026-01-16,9,Pretoria,258,Keyboard,Accessories,45,1,5,42.75,card,Cashier_35,3730
100440,12 Feb 2026,9,Cape Town,254,Mouse,Accessories,25,1,10,22.5,Cash,Cashier_21,1847
100441,2026-02-02,2,Johannesburg,287,Monitor,Electronics,300,4,0,1200.0,eft,Cashier_37,2548
100442,12/01/2026,2,Durban,234,Laptop,Electronics,1200,4,0,4800.0,Cash,Cashier_33,4144
100443,17/02/2026,9,Cape Town,152,Laptop,Electronics,1200,2,10,2160.0,Card,Cashier_32,3561
100444,2026/02/26,10,Durban,251,Monitor,Electronics,300,2,0,600.0,Cash,Cashier_26,4877
100445,2026/02/01,7,Pretoria,295,Laptop,Electronics,1200,1,0,1200.0,Card,Cashier_2,4185
100446,26/01/2026,9,Cape Town,230,Mouse,Accessories,25,3,0,75.0,Cash,Cashier_17,3402
100447,2026-01-27,10,Pretoria,227,Keyboard,Accessories,45,3,10,121.5,card,Cashier_25,1008
100448,28 Jan 2026,4,cape town,207,Mouse,Accessories,25,1,5,23.75,eft,Cashier_13,2701
100449,01/01/2026,2,Cape Town,174,Monitor,Electronics,300,1,0,300.0,EFT,Cashier_40,2475
100450,07/03/2026,8,Cape Town,214,Mouse,Accessories,25,5,0,125.0,Cash,Cashier_18,2432
100451,30/01/2026,5,cape town,291,Monitor,Electronics,300,2,0,600.0,EFT,Cashier_18,3933
100452,26 Jan 2026,9,Pretoria,180,mouse,Accessories,25,3,10,67.5,card,Cashier_35,1635
100453,24 Feb 2026,10,Durban,124,Monitor,Electronics,300,1,0,300.0,Card,Cashier_26,1854
100454,2026-03-23,7,Johannesburg,230,Mouse,Accessories,25,4,10,90.0,Cash,Cashier_21,4504
100455,10/01/2026,2,Johannesburg,274,Mouse,Accessories,25,4,0,100.0,card,Cashier_32,3627
100456,01 Mar 2026,4,Cape Town,173,Keyboard,Accessories,45,1,10,40.5,card,Cashier_10,4829
100457,16 Mar 2026,7,Johannesburg,195,Keyboard,Accessories,45,5,5,213.75,Cash,Cashier_15,2857
100458,2026-01-27,3,cape town,190,Monitor,Electronics,300,3,0,900.0,eft,Cashier_29,4088
100459,2026/01/19,2,cape town,198,Monitor,Electronics,300,3,0,900.0,eft,Cashier_33,3260
100460,2026-02-18,7,Pretoria,250,Laptop,Electronics,1200,4,0,4800.0,card,Cashier_30,4161
100461,2026/01/01,1,Pretoria,217,Monitor,Electronics,300,5,0,1500.0,EFT,Cashier_25,1826
100462,2026/03/03,3,Pretoria,227,Mouse,Accessories,25,5,0,125.0,eft,Cashier_27,4748
100463,09 Feb 2026,2,cape town,265,laptop,Electronics,"1,200",2,0,2400.0,Cash,Cashier_33,4674
100464,08/02/2026,5,Durban,259,Mouse,Accessories,25,3,0,75.0,card,Cashier_4,1843
100465,06 Jan 2026,2,cape town,226,Monitor,Electronics,300,3,5,855.0,Cash,Cashier_12,1164
100466,21/03/2026,9,cape town,161,Monitor,Electronics,300,4,5,1140.0,Card,Cashier_16,2053
100467,22 Mar 2026,1,Durban,280,Keyboard,Accessories,45,5,10,202.5,card,Cashier_2,2741
100468,18/02/2026,10,Durban,289,Monitor,Electronics,300,2,5,570.0,card,Cashier_31,4608
100469,2026/01/08,3,cape town,113,Keyboard,Accessories,45,3,10,121.5,card,Cashier_40,4767
100470,03 Mar 2026,8,Durban,162,Laptop,Electronics,1200,1,0,1200.0,Card,Cashier_16,2166
100471,2026/02/24,8,Johannesburg,178,Keyboard,Accessories,45,2,0,90.0,EFT,Cashier_9,2151
100472,2026/01/26,8,Pretoria,285,Keyboard,Accessories,45,3,5,128.25,eft,Cashier_15,4088
100473,2026/02/24,5,Cape Town,135,Laptop,Electronics,1200,3,10,3240.0,eft,Cashier_20,2534
100474,07 Jan 2026,6,cape town,253,Keyboard,Accessories,45,4,0,180.0,EFT,Cashier_11,3547
100475,12 Jan 2026,3,Pretoria,211,Monitor,Electronics,300,5,10,1350.0,card,Cashier_5,1127
100476,2026/03/10,7,Pretoria,218,Monitor,Electronics,300,5,0,1500.0,Cash,Cashier_36,2364
100477,29 Jan 2026,6,Johannesburg,285,Keyboard,Accessories,45,5,0,225.0,card,Cashier_5,3527
100478,03/03/2026,2,Pretoria,235,Keyboard,Accessories,45,3,0,135.0,eft,Cashier_13,1205
100479,29/01/2026,3,Durban,261,Keyboard,Accessories,45,3,0,135.0,Cash,Cashier_13,3481
100480,2026-01-07,2,Durban,300,Monitor,Electronics,300,2,0,600.0,EFT,Cashier_13,4750
100481,08 Jan 2026,2,Johannesburg,195,Mouse,Accessories,25,1,10,22.5,eft,Cashier_9,4500
100482,2026-03-04,8,cape town,203,Monitor,Electronics,300,5,0,1500.0,EFT,Cashier_39,3415
100483,30 Jan 2026,8,Durban,194,monitor,Electronics,300,1,5,285.0,Card,Cashier_27,3482
100484,12/02/2026,3,Durban,205,Monitor,Electronics,300,5,0,1500.0,Card,Cashier_24,2526
100485,2026-03-24,3,Cape Town,287,Keyboard,Accessories,45,1,10,40.5,Cash,Cashier_3,1324
100486,27/01/2026,8,cape town,204,Mouse,Accessories,25,2,0,50.0,Cash,Cashier_38,1751
100487,2026-03-22,1,cape town,206,Monitor,Electronics,300,1,0,300.0,eft,Cashier_14,1233
100488,30 Mar 2026,9,Durban,219,Laptop,Electronics,1200,5,10,5400.0,eft,Cashier_6,3314
100489,06/01/2026,2,cape town,145,Keyboard,Accessories,45,1,5,42.75,EFT,Cashier_26,3592
100490,27 Jan 2026,10,cape town,275,Mouse,Accessories,25,5,0,125.0,Card,Cashier_25,2822
100491,08/01/2026,10,Johannesburg,144,Keyboard,Accessories,45,1,10,40.5,EFT,Cashier_5,4068
100492,2026/03/08,3,Pretoria,263,keyboard,Accessories,45,1,5,42.75,Card,Cashier_10,3048
100493,2026-01-01,2,Pretoria,192,Mouse,Accessories,25,2,0,50.0,Card,Cashier_34,3653
100494,2026-03-28,5,Johannesburg,214,laptop,Electronics,1200,4,10,4320.0,Card,Cashier_12,1725
100495,27/03/2026,3,Durban,131,Laptop,Electronics,1200,5,10,5400.0,EFT,Cashier_39,1421
100496,2026-02-08,10,Cape Town,246,Mouse,Accessories,25,5,5,118.75,EFT,Cashier_37,4029
100497,26 Feb 2026,10,cape town,177,Keyboard,Accessories,45,4,5,171.0,Card,Cashier_19,1138
100498,2026/03/25,5,Cape Town,247,Monitor,Electronics,300,2,10,540.0,card,Cashier_16,2599
100499,2026/03/29,4,Johannesburg,120,Laptop,Electronics,1200,4,0,4800.0,EFT,Cashier_7,1538
100500,11 Jan 2026,1,Durban,150,Mouse,Accessories,25,4,5,95.0,eft,Cashier_17,3525
100501,2026-01-03,8,Cape Town,188,Mouse,Accessories,25,2,10,45.0,EFT,Cashier_21,4986
100502,28/01/2026,7,Johannesburg,298,Mouse,Accessories,25,2,10,45.0,EFT,Cashier_18,2123
100503,2026-03-19,9,Pretoria,222,Mouse,Accessories,25,3,0,75.0,eft,Cashier_16,1391
100504,2026-01-22,6,Pretoria,282,Monitor,Electronics,300,1,10,270.0,eft,Cashier_15,3133
100505,12 Jan 2026,5,Pretoria,231,Laptop,Electronics,1200,4,0,4800.0,Card,Cashier_22,3475
100506,14 Mar 2026,2,Durban,165,Monitor,Electronics,300,2,10,540.0,eft,Cashier_37,3276
100507,04 Feb 2026,1,Cape Town,239,Laptop,Electronics,1200,1,10,1080.0,EFT,Cashier_31,4837
100508,20 Feb 2026,7,Durban,103,Monitor,Electronics,300,2,10,540.0,card,Cashier_35,1535
100509,30 Mar 2026,4,Durban,262,Laptop,Electronics,1200,4,10,4320.0,Card,Cashier_18,1089
100510,18/03/2026,4,Pretoria,196,Laptop,Electronics,1200,4,10,4320.0,Card,Cashier_36,1173
100511,2026-02-08,5,Pretoria,174,monitor,Electronics,300,2,10,540.0,eft,Cashier_21,2203
100512,23 Mar 2026,8,Johannesburg,214,Laptop,Electronics,1200,4,0,4800.0,EFT,Cashier_3,2208
100513,01/02/2026,2,Cape Town,124,Laptop,Electronics,1200,3,0,3600.0,Cash,Cashier_21,3019
100514,18/02/2026,9,cape town,240,Monitor,Electronics,300,1,10,270.0,Card,Cashier_27,3265
