TransactionID,Date,StoreID,City,ProductID,Product,Category,Price,Quantity,Discount,Revenue,PaymentMethod,Cashier,CustomerID,ExpectedRevenue
100507,2026-02-04T00:00:00Z,1,Cape Town,239,Laptop,Electronics,1200,1,10,1080,Eft,Cashier_31,4837,1080
100508,2026-02-20T00:00:00Z,7,Durban,103,Monitor,Electronics,300,2,10,540,Card,Cashier_35,1535,540
100509,2026-03-30T00:00:00Z,4,Durban,262,Laptop,Electronics,1200,4,10,4320,Card,Cashier_18,1089,4320
100510,2026-03-18T00:00:00Z,4,Pretoria,196,Laptop,Electronics,1200,4,10,4320,Card,Cashier_36,1173,4320
100511,2026-02-08T00:00:00Z,5,Pretoria,174,Monitor,Electronics,300,2,10,540,Eft,Cashier_21,2203,540
100512,2026-03-23T00:00:00Z,8,Johannesburg,214,Laptop,Electronics,1200,4,0,4800,Eft,Cashier_3,2208,4800
100513,2026-02-01T00:00:00Z,2,Cape Town,124,Laptop,Electronics,1200,3,0,3600,Cash,Cashier_21,3019,3600
100514,2026-02-18T00:00:00Z,9,Cape Town,240,Monitor,Electronics,300,1,10,270,Card,Cashier_27,3265,270
100515,2026-03-15T00:00:00Z,7,Durban,242,Monitor,Electronics,300,2,0,600,Card,Cashier_9,2790,600
100516,2026-02-08T00:00:00Z,6,Durban,227,Mouse,Accessories,25,1,0,25,Eft,Cashier_11,4616,25
100517,2026-03-07T00:00:00Z,4,Pretoria,242,Keyboard,Accessories,45,2,5,85.5,Card,Cashier_9,1232,85.5
100518,2026-03-21T00:00:00Z,5,Cape Town,208,Monitor,Electronics,300,3,0,900,Card,Cashier_12,4907,900
100519,2026-01-21T00:00:00Z,9,Johannesburg,123,Monitor,Electronics,300,4,5,1140,Eft,Cashier_16,4902,1140
100520,2026-01-09T00:00:00Z,9,Johannesburg,111,Keyboard,Accessories,45,1,5,42.75,Cash,Cashier_34,1051,42.75
100521,2026-03-15T00:00:00Z,8,Cape Town,155,Monitor,Electronics,300,1,0,300,Eft,Cashier_9,2641,300
100522,2026-02-04T00:00:00Z,3,Johannesburg,268,Mouse,Accessories,25,4,0,100,Card,Cashier_9,1318,100
100523,2026-02-06T00:00:00Z,1,Pretoria,155,Monitor,Electronics,300,2,0,600,Card,Cashier_1,4326,600
100524,2026-02-13T00:00:00Z,10,Durban,127,Monitor,Electronics,300,2,10,540,Eft,Cashier_40,1795,540
100525,2026-01-25T00:00:00Z,1,Pretoria,167,Keyboard,Accessories,45,1,10,40.5,Card,Cashier_5,1880,40.5
100526,2026-03-11T00:00:00Z,9,Pretoria,104,Mouse,Accessories,25,2,0,50,Card,Cashier_29,1131,50
100527,2026-03-28T00:00:00Z,9,Cape Town,161,Laptop,Electronics,1200,2,10,2160,Card,Cashier_36,3723,2160
100528,2026-03-23T00:00:00Z,5,Pretoria,160,Mouse,Accessories,25,4,0,100,Card,Cashier_22,2252,100
100529,2026-02-06T00:00:00Z,9,Cape Town,107,Mouse,Accessories,25,2,10,45,Card,Cashier_14,2635,45
100530,2026-03-12T00:00:00Z,8,Cape Town,273,Laptop,Electronics,1200,4,10,4320,Card,Cashier_17,3477,4320
100531,2026-03-27T00:00:00Z,1,Cape Town,229,Keyboard,Accessories,45,1,0,45,Eft,Cashier_14,4145,45
100532,2026-02-18T00:00:00Z,7,Cape Town,263,Monitor,Electronics,300,5,0,1500,Cash,Cashier_15,3978,1500
100533,2026-03-12T00:00:00Z,2,Johannesburg,282,Mouse,Accessories,25,4,10,90,Eft,Cashier_16,4446,90
100534,2026-03-16T00:00:00Z,2,Johannesburg,208,Mouse,Accessories,25,3,5,71.25,Eft,Cashier_31,1915,71.25
100535,2026-03-01T00:00:00Z,2,Cape Town,202,Laptop,Electronics,1200,2,10,2160,Eft,Cashier_18,1783,2160
100536,2026-02-18T00:00:00Z,10,Cape Town,160,Monitor,Electronics,300,5,5,1425,Cash,Cashier_40,4450,1425
100537,2026-01-13T00:00:00Z,4,Johannesburg,146,Keyboard,Accessories,45,1,0,45,Cash,Cashier_37,1472,45
100538,2026-01-19T00:00:00Z,10,Johannesburg,240,Mouse,Accessories,25,1,10,22.5,Cash,Cashier_32,1827,22.5
100539,2026-03-19T00:00:00Z,3,Johannesburg,268,Keyboard,Accessories,45,5,0,225,Card,Cashier_28,1453,225
100540,2026-03-23T00:00:00Z,7,Pretoria,198,Keyboard,Accessories,45,5,5,213.75,Cash,Cashier_22,1552,213.75
100541,2026-03-01T00:00:00Z,7,Durban,123,Keyboard,Accessories,45,3,10,121.5,Card,Cashier_36,1765,121.5
100542,2026-02-08T00:00:00Z,6,Cape Town,271,Keyboard,Accessories,45,3,10,121.5,Eft,Cashier_14,3209,121.5
100543,2026-03-10T00:00:00Z,3,Pretoria,269,Laptop,Electronics,1200,4,0,4800,Cash,Cashier_4,4029,4800
100544,2026-01-08T00:00:00Z,1,Johannesburg,123,Monitor,Electronics,300,3,0,900,Card,Cashier_13,1768,900
100545,2026-03-05T00:00:00Z,9,Cape Town,233,Laptop,Electronics,1200,5,0,6000,Card,Cashier_7,4342,6000
100546,2026-03-07T00:00:00Z,5,Johannesburg,107,Keyboard,Accessories,45,4,0,180,Cash,Cashier_25,2793,180
100547,2026-01-21T00:00:00Z,1,Pretoria,184,Monitor,Electronics,300,4,5,1140,Card,Cashier_2,2573,1140
100548,2026-03-11T00:00:00Z,3,Cape Town,231,Mouse,Accessories,25,4,0,100,Eft,Cashier_11,2684,100
100549,2026-03-14T00:00:00Z,2,Pretoria,202,Monitor,Electronics,300,5,0,1500,Card,Cashier_15,3819,1500
100550,2026-02-19T00:00:00Z,1,Pretoria,119,Monitor,Electronics,300,3,0,900,Cash,Cashier_3,3645,900
100551,2026-03-25T00:00:00Z,3,Pretoria,245,Monitor,Electronics,300,5,5,1425,Card,Cashier_37,1002,1425
100552,2026-01-13T00:00:00Z,7,Cape Town,240,Monitor,Electronics,300,2,0,600,Eft,Cashier_12,4303,600
100553,2026-03-24T00:00:00Z,9,Cape Town,223,Monitor,Electronics,300,2,5,570,Eft,Cashier_25,2456,570
100554,2026-01-08T00:00:00Z,8,Cape Town,179,Laptop,Electronics,1200,1,10,1080,Card,Cashier_19,3176,1080
100555,2026-01-11T00:00:00Z,7,Pretoria,121,Laptop,Electronics,1200,5,0,6000,Eft,Cashier_38,1689,6000
100556,2026-03-01T00:00:00Z,4,Cape Town,250,Monitor,Electronics,300,4,10,1080,Card,Cashier_9,1254,1080
100557,2026-03-27T00:00:00Z,4,Johannesburg,239,Keyboard,Accessories,45,1,10,40.5,Card,Cashier_12,3173,40.5
100558,2026-01-28T00:00:00Z,5,Johannesburg,298,Laptop,Electronics,1200,2,0,2400,Eft,Cashier_15,4838,2400
100559,2026-01-30T00:00:00Z,5,Cape Town,128,Monitor,Electronics,300,3,0,900,Card,Cashier_28,3419,900
100560,2026-03-18T00:00:00Z,9,Durban,285,Laptop,Electronics,1200,5,0,6000,Card,Cashier_24,2642,6000
100561,2026-03-13T00:00:00Z,2,Pretoria,291,Mouse,Accessories,25,5,10,112.5,Cash,Cashier_34,4120,112.5
100562,2026-02-15T00:00:00Z,9,Durban,170,Laptop,Electronics,1200,3,0,3600,Card,Cashier_4,3261,3600
100563,2026-02-05T00:00:00Z,5,Cape Town,158,Keyboard,Accessories,45,3,5,128.25,Eft,Cashier_11,4389,128.25
100564,2026-03-07T00:00:00Z,9,Durban,197,Monitor,Electronics,300,4,10,1080,Eft,Cashier_9,1153,1080
100565,2026-03-29T00:00:00Z,5,Cape Town,181,Mouse,Accessories,25,4,5,95,Card,Cashier_17,2780,95
100566,2026-01-11T00:00:00Z,5,Durban,278,Monitor,Electronics,300,3,5,855,Card,Cashier_39,4410,855
100567,2026-01-31T00:00:00Z,4,Cape Town,149,Keyboard,Accessories,45,5,10,202.5,Card,Cashier_15,1173,202.5
100568,2026-01-02T00:00:00Z,10,Cape Town,115,Monitor,Electronics,300,3,0,900,Card,Cashier_7,1147,900
100569,2026-03-18T00:00:00Z,6,Durban,174,Mouse,Accessories,25,3,0,75,Cash,Cashier_20,2143,75
100570,2026-02-18T00:00:00Z,6,Johannesburg,190,Keyboard,Accessories,45,2,0,90,Eft,Cashier_38,2459,90
100571,2026-02-25T00:00:00Z,9,Johannesburg,238,Laptop,Electronics,1200,5,0,6000,Cash,Cashier_34,4525,6000
100572,2026-03-10T00:00:00Z,10,Cape Town,268,Keyboard,Accessories,45,4,5,171,Cash,Cashier_28,2728,171
100573,2026-02-26T00:00:00Z,1,Durban,243,Keyboard,Accessories,45,5,5,213.75,Eft,Cashier_8,2220,213.75
100574,2026-02-27T00:00:00Z,5,Cape Town,171,Mouse,Accessories,25,1,0,25,Card,Cashier_9,4308,25
100575,2026-01-08T00:00:00Z,3,Durban,216,Monitor,Electronics,300,3,0,900,Card,Cashier_26,1250,900
100576,2026-03-18T00:00:00Z,4,Pretoria,300,Mouse,Accessories,25,1,5,23.75,Card,Cashier_14,3939,23.75
100577,2026-03-30T00:00:00Z,3,Johannesburg,272,Mouse,Accessories,25,5,10,112.5,Card,Cashier_24,1120,112.5
100578,2026-02-27T00:00:00Z,7,Johannesburg,296,Monitor,Electronics,300,4,0,1200,Eft,Cashier_3,1754,1200
100579,2026-03-15T00:00:00Z,3,Cape Town,251,Mouse,Accessories,25,5,5,118.75,Card,Cashier_17,4648,118.75
100580,2026-01-17T00:00:00Z,4,Johannesburg,251,Laptop,Electronics,1200,5,0,6000,Cash,Cashier_37,4138,6000
100581,2026-03-15T00:00:00Z,1,Pretoria,267,Laptop,Electronics,1200,5,0,6000,Eft,Cashier_19,3288,6000
100582,2026-02-16T00:00:00Z,9,Durban,227,Mouse,Accessories,25,1,10,22.5,Cash,Cashier_27,1400,22.5
100583,2026-01-27T00:00:00Z,10,Pretoria,281,Laptop,Electronics,1200,1,0,1200,Cash,Cashier_15,4161,1200
100584,2026-02-25T00:00:00Z,10,Johannesburg,278,Monitor,Electronics,300,4,0,1200,Cash,Cashier_12,2425,1200
100585,2026-02-23T00:00:00Z,4,Cape Town,228,Monitor,Electronics,300,4,0,1200,Card,Cashier_13,3731,1200
100586,2026-02-27T00:00:00Z,1,Durban,169,Mouse,Accessories,25,1,0,25,Card,Cashier_29,1508,25
100587,2026-01-23T00:00:00Z,8,Durban,184,Laptop,Electronics,1200,2,0,2400,Card,Cashier_27,1380,2400
100588,2026-03-08T00:00:00Z,9,Pretoria,276,Monitor,Electronics,300,3,5,855,Cash,Cashier_23,2471,855
100589,2026-02-17T00:00:00Z,8,Cape Town,287,Laptop,Electronics,1200,2,0,2400,Card,Cashier_14,4169,2400
100590,2026-03-27T00:00:00Z,1,Johannesburg,124,Keyboard,Accessories,45,1,10,40.5,Eft,Cashier_10,4304,40.5
100591,2026-01-10T00:00:00Z,8,Cape Town,161,Monitor,Electronics,300,3,0,900,Eft,Cashier_2,1813,900
100592,2026-02-22T00:00:00Z,10,Johannesburg,196,Mouse,Accessories,25,3,0,75,Eft,Cashier_23,4419,75
100593,2026-01-13T00:00:00Z,6,Durban,283,Mouse,Accessories,25,2,5,47.5,Card,Cashier_6,3016,47.5
100594,2026-01-18T00:00:00Z,9,Cape Town,289,Laptop,Electronics,1200,4,0,4800,Card,Cashier_34,2606,4800
100595,2026-02-22T00:00:00Z,4,Pretoria,195,Keyboard,Accessories,45,5,10,202.5,Eft,Cashier_1,4207,202.5
100596,2026-01-19T00:00:00Z,8,Cape Town,297,Keyboard,Accessories,45,3,5,128.25,Card,Cashier_4,3609,128.25
100597,2026-03-20T00:00:00Z,4,Cape Town,206,Laptop,Electronics,1200,4,0,4800,Cash,Cashier_30,1183,4800
100598,2026-03-31T00:00:00Z,4,Cape Town,104,Mouse,Accessories,25,5,0,125,Card,Cashier_26,3508,125
100599,2026-02-11T00:00:00Z,9,Johannesburg,261,Keyboard,Accessories,45,3,5,128.25,Eft,Cashier_11,1380,128.25
100600,2026-01-14T00:00:00Z,7,Pretoria,234,Laptop,Electronics,1200,1,10,1080,Eft,Cashier_8,2074,1080
100601,2026-03-12T00:00:00Z,5,Durban,116,Monitor,Electronics,300,1,10,270,Eft,Cashier_26,1252,270
100602,2026-02-27T00:00:00Z,10,Pretoria,205,Keyboard,Accessories,45,2,0,90,Eft,Cashier_3,3167,90
100603,2026-03-12T00:00:00Z,3,Cape Town,100,Mouse,Accessories,25,4,0,100,Eft,Cashier_38,3801,100
100604,2026-03-04T00:00:00Z,6,Cape Town,284,Mouse,Accessories,25,5,10,112.5,Card,Cashier_6,3684,112.5
100605,2026-03-30T00:00:00Z,3,Cape Town,215,Mouse,Accessories,25,2,5,47.5,Cash,Cashier_24,2012,47.5
100606,2026-02-17T00:00:00Z,1,Pretoria,273,Mouse,Accessories,25,2,0,50,Card,Cashier_36,4055,50
100607,2026-01-15T00:00:00Z,6,Pretoria,228,Monitor,Electronics,300,4,0,1200,Eft,Cashier_17,1674,1200
100608,2026-03-06T00:00:00Z,2,Cape Town,116,Keyboard,Accessories,45,3,10,121.5,Card,Cashier_20,3518,121.5
100609,2026-01-12T00:00:00Z,9,Pretoria,290,Monitor,Electronics,300,4,5,1140,Eft,Cashier_15,3270,1140
100610,2026-01-23T00:00:00Z,2,Cape Town,212,Keyboard,Accessories,45,4,5,171,Eft,Cashier_23,2128,171
100611,2026-01-22T00:00:00Z,9,Cape Town,227,Laptop,Electronics,1200,3,10,3240,Card,Cashier_21,1400,3240
100612,2026-03-04T00:00:00Z,1,Cape Town,115,Laptop,Electronics,1200,5,0,6000,Eft,Cashier_22,2248,6000
100613,2026-01-10T00:00:00Z,1,Cape Town,296,Mouse,Accessories,25,3,0,75,Cash,Cashier_28,4900,75
100614,2026-03-09T00:00:00Z,3,Cape Town,218,Keyboard,Accessories,45,2,0,90,Eft,Cashier_40,4154,90
100615,2026-02-10T00:00:00Z,4,Cape Town,142,Keyboard,Accessories,45,5,5,213.75,Cash,Cashier_3,1582,213.75
100616,2026-02-27T00:00:00Z,7,Cape Town,140,Mouse,Accessories,25,1,10,22.5,Cash,Cashier_12,4022,22.5
100617,2026-03-08T00:00:00Z,3,Pretoria,223,Laptop,Electronics,1200,3,5,3420,Eft,Cashier_27,3511,3420
100618,2026-01-06T00:00:00Z,1,Cape Town,194,Laptop,Electronics,1200,1,0,1200,Eft,Cashier_3,3880,1200
100619,2026-01-23T00:00:00Z,10,Cape Town,195,Laptop,Electronics,1200,2,5,2280,Card,Cashier_37,3907,2280
100620,2026-03-22T00:00:00Z,8,Cape Town,238,Laptop,Electronics,1200,3,0,3600,Card,Cashier_30,2309,3600
100621,2026-01-19T00:00:00Z,2,Durban,268,Keyboard,Accessories,45,3,10,121.5,Cash,Cashier_11,3649,121.5
100622,2026-02-26T00:00:00Z,10,Cape Town,175,Laptop,Electronics,1200,4,0,4800,Cash,Cashier_4,2949,4800
100623,2026-03-05T00:00:00Z,1,Cape Town,129,Monitor,Electronics,300,1,0,300,Eft,Cashier_34,1114,300
100624,2026-03-23T00:00:00Z,5,Johannesburg,285,Keyboard,Accessories,45,1,0,45,Card,Cashier_40,4691,45
100625,2026-01-07T00:00:00Z,9,Pretoria,169,Monitor,Electronics,300,2,10,540,Card,Cashier_26,1391,540
100626,2026-03-31T00:00:00Z,5,Cape Town,115,Laptop,Electronics,1200,4,10,4320,Eft,Cashier_5,1750,4320
100627,2026-02-17T00:00:00Z,5,Durban,144,Keyboard,Accessories,45,4,0,180,Eft,Cashier_2,1722,180
100628,2026-02-07T00:00:00Z,5,Cape Town,144,Mouse,Accessories,25,1,10,22.5,Cash,Cashier_7,2841,22.5
100629,2026-02-25T00:00:00Z,9,Pretoria,128,Laptop,Electronics,1200,3,0,3600,Eft,Cashier_17,2561,3600
100630,2026-02-18T00:00:00Z,1,Cape Town,144,Monitor,Electronics,300,4,10,1080,Eft,Cashier_28,4563,1080
100631,2026-03-18T00:00:00Z,1,Cape Town,229,Laptop,Electronics,1200,1,10,1080,Eft,Cashier_34,1717,1080
100632,2026-03-20T00:00:00Z,7,Johannesburg,225,Monitor,Electronics,300,3,10,810,Eft,Cashier_2,3335,810
100633,2026-01-20T00:00:00Z,4,Durban,290,Laptop,Electronics,1200,2,10,2160,Eft,Cashier_7,1647,2160
100634,2026-03-26T00:00:00Z,5,Durban,284,Monitor,Electronics,300,1,5,285,Cash,Cashier_23,2206,285
100635,2026-01-28T00:00:00Z,10,Cape Town,164,Keyboard,Accessories,45,3,0,135,Card,Cashier_9,3133,135
100636,2026-02-01T00:00:00Z,7,Durban,253,Monitor,Electronics,300,5,0,1500,Card,Cashier_22,3829,1500
100637,2026-02-01T00:00:00Z,7,Cape Town,183,Laptop,Electronics,1200,3,0,3600,Card,Cashier_31,2153,3600
100638,2026-01-21T00:00:00Z,10,Cape Town,216,Keyboard,Accessories,45,5,10,202.5,Card,Cashier_2,3855,202.5
100639,2026-03-13T00:00:00Z,10,Durban,292,Laptop,Electronics,1200,1,0,1200,Card,Cashier_32,2074,1200
100640,2026-01-12T00:00:00Z,7,Durban,150,Keyboard,Accessories,45,3,10,121.5,Card,Cashier_5,3838,121.5
100641,2026-02-04T00:00:00Z,4,Johannesburg,189,Keyboard,Accessories,45,2,0,90,Card,Cashier_7,3996,90
100642,2026-01-09T00:00:00Z,6,Pretoria,287,Mouse,Accessories,25,3,0,75,Cash,Cashier_40,3804,75
100643,2026-02-07T00:00:00Z,9,Cape Town,230,Laptop,Electronics,1200,4,10,4320,Card,Cashier_2,4791,4320
100644,2026-03-31T00:00:00Z,5,Cape Town,127,Laptop,Electronics,1200,2,0,2400,Eft,Cashier_34,1036,2400
100645,2026-01-27T00:00:00Z,4,Johannesburg,188,Mouse,Accessories,25,1,0,25,Cash,Cashier_4,4390,25
100646,2026-01-20T00:00:00Z,7,Cape Town,180,Monitor,Electronics,300,2,0,600,Eft,Cashier_30,2633,600
100647,2026-03-23T00:00:00Z,6,Cape Town,213,Laptop,Electronics,1200,4,5,4560,Eft,Cashier_38,3755,4560
100648,2026-03-01T00:00:00Z,2,Johannesburg,265,Monitor,Electronics,300,4,5,1140,Card,Cashier_18,1666,1140
100649,2026-03-18T00:00:00Z,1,Johannesburg,262,Keyboard,Accessories,45,4,0,180,Cash,Cashier_36,2063,180
100650,2026-03-31T00:00:00Z,4,Durban,295,Laptop,Electronics,1200,4,0,4800,Cash,Cashier_20,2994,4800
100651,2026-03-05T00:00:00Z,4,Durban,253,Keyboard,Accessories,45,3,0,135,Eft,Cashier_4,1005,135
100652,2026-01-05T00:00:00Z,4,Cape Town,271,Mouse,Accessories,25,3,0,75,Card,Cashier_33,2046,75
100653,2026-03-09T00:00:00Z,10,Cape Town,165,Mouse,Accessories,25,2,10,45,Card,Cashier_1,3940,45
100654,2026-02-11T00:00:00Z,3,Durban,248,Laptop,Electronics,1200,5,0,6000,Card,Cashier_38,4946,6000
100655,2026-01-11T00:00:00Z,8,Cape Town,143,Keyboard,Accessories,45,5,0,225,Eft,Cashier_2,4247,225
100656,2026-01-13T00:00:00Z,5,Cape Town,244,Monitor,Electronics,300,3,0,900,Card,Cashier_18,4364,900
100657,2026-01-26T00:00:00Z,6,Durban,254,Mouse,Accessories,25,2,0,50,Card,Cashier_24,1307,50
100658,2026-01-03T00:00:00Z,8,Cape Town,163,Monitor,Electronics,300,3,10,810,Card,Cashier_26,1393,810
100659,2026-01-14T00:00:00Z,5,Johannesburg,284,Mouse,Accessories,25,1,5,23.75,Card,Cashier_35,4047,23.75
100660,2026-01-04T00:00:00Z,6,Durban,176,Mouse,Accessories,25,4,0,100,Eft,Cashier_21,2740,100
100661,2026-01-09T00:00:00Z,10,Johannesburg,201,Laptop,Electronics,1200,2,5,2280,Eft,Cashier_20,4095,2280
100662,2026-01-27T00:00:00Z,4,Cape Town,292,Keyboard,Accessories,45,3,10,121.5,Card,Cashier_1,3601,121.5
100663,2026-03-14T00:00:00Z,3,Johannesburg,234,Laptop,Electronics,1200,1,10,1080,Card,Cashier_12,4016,1080
100664,2026-01-01T00:00:00Z,6,Durban,287,Monitor,Electronics,300,1,10,270,Cash,Cashier_9,3451,270
100665,2026-03-09T00:00:00Z,5,Durban,152,Mouse,Accessories,25,4,5,95,Eft,Cashier_10,2049,95
100666,2026-03-11T00:00:00Z,1,Durban,261,Laptop,Electronics,1200,2,0,2400,Eft,Cashier_27,1906,2400
100667,2026-03-05T00:00:00Z,8,Johannesburg,200,Mouse,Accessories,25,1,0,25,Card,Cashier_7,2420,25
100668,2026-02-02T00:00:00Z,7,Durban,108,Mouse,Accessories,25,2,10,45,Card,Cashier_24,2661,45
100669,2026-02-20T00:00:00Z,3,Durban,189,Keyboard,Accessories,45,4,5,171,Cash,Cashier_38,4149,171
100670,2026-01-16T00:00:00Z,1,Cape Town,290,Keyboard,Accessories,45,5,10,202.5,Cash,Cashier_12,3279,202.5
100671,2026-02-17T00:00:00Z,3,Cape Town,256,Keyboard,Accessories,45,4,0,180,Eft,Cashier_29,3801,180
100672,2026-01-03T00:00:00Z,4,Durban,179,Mouse,Accessories,25,1,5,23.75,Card,Cashier_36,1813,23.75
100673,2026-03-30T00:00:00Z,9,Pretoria,157,Monitor,Electronics,300,1,0,300,Eft,Cashier_32,3743,300
100674,2026-01-04T00:00:00Z,5,Cape Town,134,Keyboard,Accessories,45,2,0,90,Eft,Cashier_22,4405,90
100675,2026-01-29T00:00:00Z,10,Pretoria,250,Laptop,Electronics,1200,5,5,5700,Cash,Cashier_38,3685,5700
100676,2026-03-25T00:00:00Z,3,Cape Town,234,Monitor,Electronics,300,3,5,855,Card,Cashier_28,3832,855
100677,2026-01-22T00:00:00Z,3,Pretoria,238,Keyboard,Accessories,45,4,10,162,Card,Cashier_10,2178,162
100678,2026-02-09T00:00:00Z,3,Durban,201,Laptop,Electronics,1200,1,0,1200,Card,Cashier_8,3468,1200
100679,2026-02-07T00:00:00Z,3,Durban,159,Laptop,Electronics,1200,2,10,2160,Card,Cashier_39,4992,2160
100680,2026-03-16T00:00:00Z,3,Pretoria,133,Keyboard,Accessories,45,5,10,202.5,Card,Cashier_35,1630,202.5
100681,2026-01-23T00:00:00Z,6,Durban,239,Laptop,Electronics,1200,5,5,5700,Card,Cashier_15,2332,5700
100682,2026-03-14T00:00:00Z,4,Cape Town,153,Mouse,Accessories,25,2,0,50,Cash,Cashier_16,2656,50
100683,2026-01-12T00:00:00Z,5,Durban,112,Monitor,Electronics,300,3,0,900,Cash,Cashier_39,2519,900
100684,2026-01-25T00:00:00Z,6,Johannesburg,268,Keyboard,Accessories,45,2,0,90,Cash,Cashier_3,1319,90
100685,2026-01-27T00:00:00Z,8,Durban,196,Mouse,Accessories,25,2,10,45,Cash,Cashier_32,4436,45
100686,2026-01-08T00:00:00Z,7,Johannesburg,280,Laptop,Electronics,1200,3,0,3600,Cash,Cashier_13,4147,3600
100687,2026-02-28T00:00:00Z,7,Cape Town,239,Laptop,Electronics,1200,3,0,3600,Eft,Cashier_17,4394,3600
100688,2026-03-29T00:00:00Z,10,Johannesburg,300,Laptop,Electronics,1200,5,0,6000,Cash,Cashier_22,1146,6000
100689,2026-01-04T00:00:00Z,1,Cape Town,144,Monitor,Electronics,300,3,0,900,Card,Cashier_2,2657,900
100690,2026-02-23T00:00:00Z,6,Cape Town,284,Monitor,Electronics,300,2,0,600,Card,Cashier_7,1522,600
100691,2026-02-22T00:00:00Z,4,Cape Town,216,Keyboard,Accessories,45,3,5,128.25,Cash,Cashier_1,4560,128.25
100692,2026-02-08T00:00:00Z,4,Johannesburg,182,Keyboard,Accessories,45,2,5,85.5,Eft,Cashier_18,4886,85.5
100693,2026-02-27T00:00:00Z,4,Johannesburg,222,Monitor,Electronics,300,1,10,270,Card,Cashier_20,1517,270
100694,2026-01-17T00:00:00Z,6,Durban,221,Monitor,Electronics,300,1,5,285,Eft,Cashier_10,4344,285
100695,2026-03-14T00:00:00Z,10,Pretoria,237,Keyboard,Accessories,45,2,0,90,Cash,Cashier_30,3071,90
100696,2026-01-03T00:00:00Z,7,Durban,288,Keyboard,Accessories,45,1,0,45,Card,Cashier_14,4474,45
100697,2026-02-24T00:00:00Z,8,Cape Town,231,Monitor,Electronics,300,3,10,810,Card,Cashier_12,1408,810
100698,2026-03-30T00:00:00Z,10,Johannesburg,136,Monitor,Electronics,300,3,0,900,Card,Cashier_15,2051,900
100699,2026-02-25T00:00:00Z,1,Johannesburg,156,Mouse,Accessories,25,1,0,25,Eft,Cashier_6,2307,25
100700,2026-03-17T00:00:00Z,5,Cape Town,215,Mouse,Accessories,25,4,0,100,Card,Cashier_2,1418,100
100701,2026-02-06T00:00:00Z,8,Cape Town,289,Keyboard,Accessories,45,5,5,213.75,Card,Cashier_22,2906,213.75
100702,2026-02-18T00:00:00Z,10,Durban,269,Monitor,Electronics,300,4,0,1200,Card,Cashier_7,2493,1200
100703,2026-01-27T00:00:00Z,3,Cape Town,129,Keyboard,Accessories,45,3,10,121.5,Card,Cashier_37,4469,121.5
100704,2026-02-09T00:00:00Z,4,Pretoria,296,Mouse,Accessories,25,4,5,95,Cash,Cashier_16,1392,95
100705,2026-03-16T00:00:00Z,3,Pretoria,217,Keyboard,Accessories,45,5,10,202.5,Cash,Cashier_14,3268,202.5
100706,2026-02-06T00:00:00Z,1,Cape Town,204,Keyboard,Accessories,45,2,0,90,Cash,Cashier_3,3054,90
100707,2026-02-07T00:00:00Z,7,Johannesburg,164,Monitor,Electronics,300,5,10,1350,Card,Cashier_10,2294,1350
100708,2026-02-19T00:00:00Z,4,Cape Town,209,Laptop,Electronics,1200,3,0,3600,Cash,Cashier_22,1019,3600
100709,2026-02-08T00:00:00Z,7,Durban,299,Mouse,Accessories,25,2,5,47.5,Cash,Cashier_2,2910,47.5
100710,2026-03-21T00:00:00Z,10,Johannesburg,262,Monitor,Electronics,300,4,10,1080,Card,Cashier_37,4314,1080
100711,2026-01-03T00:00:00Z,2,Johannesburg,286,Monitor,Electronics,300,5,5,1425,Eft,Cashier_5,2332,1425
100712,2026-01-12T00:00:00Z,3,Cape Town,189,Laptop,Electronics,1200,1,5,1140,Card,Cashier_33,2600,1140
100713,2026-02-05T00:00:00Z,2,Durban,271,Laptop,Electronics,1200,1,5,1140,Card,Cashier_4,4741,1140
100714,2026-03-18T00:00:00Z,4,Durban,285,Keyboard,Accessories,45,4,5,171,Eft,Cashier_24,1286,171
100715,2026-02-17T00:00:00Z,6,Durban,297,Monitor,Electronics,300,3,10,810,Card,Cashier_29,2483,810
100716,2026-01-21T00:00:00Z,1,Cape Town,135,Keyboard,Accessories,45,5,0,225,Card,Cashier_36,3074,225
100717,2026-03-02T00:00:00Z,2,Cape Town,199,Laptop,Electronics,1200,4,0,4800,Card,Cashier_39,4644,4800
100718,2026-03-15T00:00:00Z,2,Pretoria,213,Mouse,Accessories,25,1,5,23.75,Card,Cashier_13,3150,23.75
100719,2026-01-03T00:00:00Z,9,Cape Town,178,Keyboard,Accessories,45,4,0,180,Card,Cashier_27,4778,180
100720,2026-01-23T00:00:00Z,1,Pretoria,148,Mouse,Accessories,25,5,5,118.75,Card,Cashier_24,1197,118.75
100721,2026-01-07T00:00:00Z,3,Durban,246,Keyboard,Accessories,45,1,0,45,Card,Cashier_1,3094,45
100722,2026-01-19T00:00:00Z,5,Durban,243,Monitor,Electronics,300,4,0,1200,Cash,Cashier_38,2385,1200
100723,2026-02-17T00:00:00Z,8,Durban,101,Monitor,Electronics,300,4,0,1200,Card,Cashier_7,4473,1200
100724,2026-03-30T00:00:00Z,5,Pretoria,162,Keyboard,Accessories,45,4,0,180,Eft,Cashier_9,4182,180
100725,2026-02-10T00:00:00Z,5,Pretoria,165,Mouse,Accessories,25,5,0,125,Eft,Cashier_33,2543,125
100726,2026-02-09T00:00:00Z,10,Johannesburg,247,Mouse,Accessories,25,5,0,125,Card,Cashier_39,3518,125
