TransactionID,Date,Account,Type,Category,Subcategory,Amount,VendorClient,Description,PaymentMethod,Department,City,Month,Revenue,Expense
300449,2026-03-20,Card,Expense,Marketing,Marketing Sub,-8452,Entity_466,Marketing Transaction,Eft,Operations,Pretoria,2026-03,0,8452
300450,2026-01-27,Card,Income,Rent,Rent Sub,18372,Entity_252,Rent Transaction,Card,Operations,Cape Town,2026-01,18372,0
300451,2026-01-16,Business,Income,Travel,Travel Sub,3538,Entity_12,Travel Transaction,Eft,Operations,Durban,2026-01,3538,0
300452,2026-01-05,Business,Income,Utilities,Utilities Sub,16813,Entity_610,Utilities Transaction,Eft,Admin,Cape Town,2026-01,16813,0
300453,2026-02-03,Business,Income,Utilities,Utilities Sub,6847,Entity_894,Utilities Transaction,Eft,Admin,Johannesburg,2026-02,6847,0
300454,2026-03-28,Card,Income,Marketing,Marketing Sub,8199,Entity_919,Marketing Transaction,Card,Sales,Durban,2026-03,8199,0
300455,2026-01-02,Card,Expense,Rent,Rent Sub,-5128,Entity_446,Rent Transaction,Card,Operations,Pretoria,2026-01,0,5128
300456,2026-03-18,Card,Expense,Travel,Travel Sub,-8424,Entity_575,Travel Transaction,Eft,Operations,Durban,2026-03,0,8424
300457,2026-03-21,Card,Income,Travel,Travel Sub,11077,Entity_716,Travel Transaction,Card,Operations,Johannesburg,2026-03,11077,0
300458,2026-03-04,Business,Income,Sales,Sales Sub,17042,Entity_871,Sales Transaction,Eft,Admin,Johannesburg,2026-03,17042,0
300459,2026-02-01,Card,Income,Software,Software Sub,5046,Entity_811,Software Transaction,Cash,Operations,Cape Town,2026-02,5046,0
300460,2026-01-03,Business,Income,Software,Software Sub,555,Entity_933,Software Transaction,Eft,Admin,Durban,2026-01,555,0
300461,2026-01-30,Business,Expense,Consulting,Consulting Sub,-18554,Entity_599,Consulting Transaction,Eft,Operations,Pretoria,2026-01,0,18554
300462,2026-02-05,Business,Income,Travel,Travel Sub,11177,Entity_631,Travel Transaction,Card,Admin,Johannesburg,2026-02,11177,0
300463,2026-01-14,Card,Income,Consulting,Consulting Sub,12610,Entity_620,Consulting Transaction,Eft,Admin,Cape Town,2026-01,12610,0
300464,2026-02-12,Card,Expense,Marketing,Marketing Sub,-1399,Entity_499,Marketing Transaction,Cash,Admin,Cape Town,2026-02,0,1399
300465,2026-01-02,Card,Expense,Travel,Travel Sub,-2205,Entity_560,Travel Transaction,Eft,Operations,Johannesburg,2026-01,0,2205
300466,2026-02-09,Business,Income,Rent,Rent Sub,19840,Entity_965,Rent Transaction,Eft,Operations,Johannesburg,2026-02,19840,0
300467,2026-01-17,Business,Income,Sales,Sales Sub,2830,Entity_40,Sales Transaction,Eft,Sales,Durban,2026-01,2830,0
300468,2026-02-15,Card,Expense,Consulting,Consulting Sub,-17947,Entity_508,Consulting Transaction,Card,Admin,Johannesburg,2026-02,0,17947
300469,2026-01-31,Business,Income,Utilities,Utilities Sub,10261,Entity_230,Utilities Transaction,Card,Sales,Pretoria,2026-01,10261,0
300470,2026-01-20,Card,Income,Sales,Sales Sub,11487,Entity_895,Sales Transaction,Eft,Admin,Pretoria,2026-01,11487,0
300471,2026-03-21,Card,Expense,Utilities,Utilities Sub,-18188,Entity_868,Utilities Transaction,Card,Operations,Cape Town,2026-03,0,18188
300472,2026-01-27,Card,Income,Travel,Travel Sub,318,Entity_595,Travel Transaction,Eft,Operations,Cape Town,2026-01,318,0
300473,2026-01-27,Business,Income,Marketing,Marketing Sub,10797,Entity_44,Marketing Transaction,Card,Operations,Durban,2026-01,10797,0
300474,2026-01-03,Business,Income,Rent,Rent Sub,1231,Entity_383,Rent Transaction,Card,Sales,Cape Town,2026-01,1231,0
300475,2026-03-08,Card,Income,Consulting,Consulting Sub,13009,Entity_855,Consulting Transaction,Eft,Sales,Johannesburg,2026-03,13009,0
300476,2026-01-07,Business,Income,Rent,Rent Sub,3932,Entity_550,Rent Transaction,Eft,Sales,Pretoria,2026-01,3932,0
300477,2026-03-10,Card,Expense,Utilities,Utilities Sub,-8595,Entity_832,Utilities Transaction,Eft,Operations,Johannesburg,2026-03,0,8595
300478,2026-02-17,Business,Expense,Sales,Sales Sub,-18906,Entity_597,Sales Transaction,Eft,Admin,Pretoria,2026-02,0,18906
300479,2026-01-14,Business,Expense,Rent,Rent Sub,-4936,Entity_461,Rent Transaction,Card,Operations,Cape Town,2026-01,0,4936
300480,2026-02-14,Card,Expense,Utilities,Utilities Sub,-4857,Entity_469,Utilities Transaction,Cash,Sales,Durban,2026-02,0,4857
300481,2026-02-26,Business,Income,Travel,Travel Sub,8615,Entity_519,Travel Transaction,Card,Operations,Johannesburg,2026-02,8615,0
300482,2026-01-26,Business,Expense,Consulting,Consulting Sub,-14577,Entity_449,Consulting Transaction,Eft,Admin,Cape Town,2026-01,0,14577
300483,2026-01-07,Business,Income,Travel,Travel Sub,18318,Entity_821,Travel Transaction,Card,Sales,Durban,2026-01,18318,0
300484,2026-02-12,Business,Expense,Rent,Rent Sub,-18261,Entity_423,Rent Transaction,Card,Admin,Durban,2026-02,0,18261
300485,2026-03-12,Card,Income,Rent,Rent Sub,14184,Entity_806,Rent Transaction,Eft,Operations,Johannesburg,2026-03,14184,0
300486,2026-03-23,Card,Expense,Consulting,Consulting Sub,-10719,Entity_523,Consulting Transaction,Eft,Operations,Pretoria,2026-03,0,10719
300487,2026-02-23,Business,Expense,Consulting,Consulting Sub,-8613,Entity_109,Consulting Transaction,Eft,Sales,Johannesburg,2026-02,0,8613
300488,2026-02-27,Card,Expense,Travel,Travel Sub,-12834,Entity_931,Travel Transaction,Eft,Sales,Pretoria,2026-02,0,12834
300489,2026-03-19,Business,Expense,Marketing,Marketing Sub,-6261,Entity_320,Marketing Transaction,Cash,Operations,Cape Town,2026-03,0,6261
300490,2026-01-04,Business,Income,Travel,Travel Sub,15201,Entity_487,Travel Transaction,Eft,Sales,Johannesburg,2026-01,15201,0
300491,2026-03-20,Business,Income,Sales,Sales Sub,1743,Entity_251,Sales Transaction,Card,Sales,Pretoria,2026-03,1743,0
300492,2026-03-27,Card,Expense,Utilities,Utilities Sub,-3691,Entity_865,Utilities Transaction,Eft,Admin,Cape Town,2026-03,0,3691
300493,2026-03-20,Business,Income,Rent,Rent Sub,18119,Entity_728,Rent Transaction,Card,Admin,Durban,2026-03,18119,0
300494,2026-01-27,Business,Income,Sales,Sales Sub,11914,Entity_393,Sales Transaction,Card,Sales,Johannesburg,2026-01,11914,0
300495,2026-03-16,Business,Expense,Sales,Sales Sub,-7193,Entity_380,Sales Transaction,Card,Sales,Johannesburg,2026-03,0,7193
300496,2026-03-12,Business,Expense,Sales,Sales Sub,-10985,Entity_959,Sales Transaction,Card,Admin,Durban,2026-03,0,10985
300497,2026-01-04,Card,Expense,Rent,Rent Sub,-676,Entity_176,Rent Transaction,Cash,Admin,Johannesburg,2026-01,0,676
300498,2026-02-19,Card,Expense,Sales,Sales Sub,-11036,Entity_104,Sales Transaction,Card,Sales,Cape Town,2026-02,0,11036
300499,2026-01-03,Business,Income,Software,Software Sub,2597,Entity_829,Software Transaction,Eft,Sales,Cape Town,2026-01,2597,0
300500,2026-03-14,Card,Expense,Utilities,Utilities Sub,-7929,Entity_244,Utilities Transaction,Eft,Sales,Pretoria,2026-03,0,7929
300501,2026-01-04,Business,Expense,Marketing,Marketing Sub,-11777,Entity_691,Marketing Transaction,Card,Sales,Durban,2026-01,0,11777
300502,2026-01-27,Card,Income,Sales,Sales Sub,13771,Entity_443,Sales Transaction,Eft,Operations,Cape Town,2026-01,13771,0
300503,2026-01-26,Card,Income,Rent,Rent Sub,11959,Entity_387,Rent Transaction,Eft,Operations,Johannesburg,2026-01,11959,0
300504,2026-01-20,Card,Income,Marketing,Marketing Sub,16774,Entity_406,Marketing Transaction,Card,Admin,Cape Town,2026-01,16774,0
300505,2026-01-04,Card,Expense,Software,Software Sub,-17952,Entity_694,Software Transaction,Eft,Sales,Pretoria,2026-01,0,17952
300506,2026-03-08,Business,Expense,Consulting,Consulting Sub,-1077,Entity_137,Consulting Transaction,Eft,Sales,Pretoria,2026-03,0,1077
300507,2026-01-22,Business,Income,Sales,Sales Sub,19357,Entity_229,Sales Transaction,Eft,Sales,Durban,2026-01,19357,0
300508,2026-03-05,Card,Expense,Software,Software Sub,-1496,Entity_811,Software Transaction,Card,Operations,Cape Town,2026-03,0,1496
300509,2026-03-30,Card,Income,Rent,Rent Sub,6420,Entity_249,Rent Transaction,Eft,Operations,Cape Town,2026-03,6420,0
300510,2026-03-04,Card,Expense,Software,Software Sub,-19118,Entity_625,Software Transaction,Card,Admin,Johannesburg,2026-03,0,19118
300511,2026-03-23,Card,Expense,Travel,Travel Sub,-19490,Entity_857,Travel Transaction,Eft,Sales,Cape Town,2026-03,0,19490
300512,2026-03-21,Business,Expense,Sales,Sales Sub,-16011,Entity_497,Sales Transaction,Eft,Sales,Cape Town,2026-03,0,16011
300513,2026-02-20,Card,Expense,Marketing,Marketing Sub,-13094,Entity_38,Marketing Transaction,Eft,Operations,Cape Town,2026-02,0,13094
300514,2026-03-07,Business,Income,Marketing,Marketing Sub,2820,Entity_842,Marketing Transaction,Card,Operations,Cape Town,2026-03,2820,0
300515,2026-03-21,Card,Expense,Consulting,Consulting Sub,-10104,Entity_889,Consulting Transaction,Card,Admin,Johannesburg,2026-03,0,10104
300516,2026-02-28,Business,Expense,Travel,Travel Sub,-18490,Entity_451,Travel Transaction,Eft,Admin,Johannesburg,2026-02,0,18490
300517,2026-03-19,Card,Income,Utilities,Utilities Sub,8895,Entity_238,Utilities Transaction,Card,Admin,Pretoria,2026-03,8895,0
300518,2026-02-14,Card,Expense,Sales,Sales Sub,-12340,Entity_231,Sales Transaction,Card,Operations,Johannesburg,2026-02,0,12340
300519,2026-01-07,Card,Expense,Consulting,Consulting Sub,-13275,Entity_879,Consulting Transaction,Card,Admin,Johannesburg,2026-01,0,13275
300520,2026-03-19,Card,Expense,Rent,Rent Sub,-12588,Entity_618,Rent Transaction,Cash,Admin,Cape Town,2026-03,0,12588
300521,2026-01-01,Business,Expense,Marketing,Marketing Sub,-17173,Entity_610,Marketing Transaction,Card,Admin,Cape Town,2026-01,0,17173
300522,2026-02-28,Business,Income,Utilities,Utilities Sub,2968,Entity_441,Utilities Transaction,Card,Admin,Johannesburg,2026-02,2968,0
300523,2026-02-08,Business,Expense,Consulting,Consulting Sub,-13727,Entity_69,Consulting Transaction,Card,Operations,Cape Town,2026-02,0,13727
300524,2026-01-30,Card,Expense,Rent,Rent Sub,-5404,Entity_500,Rent Transaction,Cash,Admin,Cape Town,2026-01,0,5404
300525,2026-02-12,Business,Income,Consulting,Consulting Sub,4307,Entity_307,Consulting Transaction,Eft,Operations,Johannesburg,2026-02,4307,0
300526,2026-02-28,Card,Expense,Sales,Sales Sub,-10960,Entity_262,Sales Transaction,Eft,Admin,Cape Town,2026-02,0,10960
300527,2026-03-06,Business,Income,Marketing,Marketing Sub,18326,Entity_843,Marketing Transaction,Card,Operations,Cape Town,2026-03,18326,0
300528,2026-01-11,Business,Expense,Sales,Sales Sub,-10870,Entity_884,Sales Transaction,Eft,Operations,Pretoria,2026-01,0,10870
300529,2026-01-09,Business,Expense,Sales,Sales Sub,-16436,Entity_30,Sales Transaction,Eft,Operations,Cape Town,2026-01,0,16436
300530,2026-01-27,Business,Income,Marketing,Marketing Sub,12330,Entity_832,Marketing Transaction,Card,Sales,Pretoria,2026-01,12330,0
300531,2026-02-03,Card,Expense,Marketing,Marketing Sub,-11817,Entity_939,Marketing Transaction,Card,Admin,Pretoria,2026-02,0,11817
300532,2026-02-12,Business,Expense,Software,Software Sub,-12545,Entity_646,Software Transaction,Card,Sales,Cape Town,2026-02,0,12545
300533,2026-02-14,Card,Expense,Rent,Rent Sub,-9676,Entity_299,Rent Transaction,Eft,Admin,Pretoria,2026-02,0,9676
300534,2026-02-04,Business,Income,Utilities,Utilities Sub,6693,Entity_478,Utilities Transaction,Card,Sales,Pretoria,2026-02,6693,0
300535,2026-02-21,Card,Income,Sales,Sales Sub,7723,Entity_949,Sales Transaction,Card,Sales,Johannesburg,2026-02,7723,0
300536,2026-03-19,Business,Income,Marketing,Marketing Sub,1929,Entity_28,Marketing Transaction,Eft,Admin,Pretoria,2026-03,1929,0
300537,2026-03-12,Card,Income,Marketing,Marketing Sub,5143,Entity_921,Marketing Transaction,Card,Admin,Durban,2026-03,5143,0
300538,2026-03-17,Business,Expense,Marketing,Marketing Sub,-14990,Entity_365,Marketing Transaction,Card,Sales,Johannesburg,2026-03,0,14990
300539,2026-01-10,Business,Income,Utilities,Utilities Sub,3556,Entity_338,Utilities Transaction,Eft,Sales,Cape Town,2026-01,3556,0
300540,2026-01-21,Card,Income,Sales,Sales Sub,19714,Entity_837,Sales Transaction,Card,Sales,Cape Town,2026-01,19714,0
300541,2026-01-31,Business,Income,Rent,Rent Sub,868,Entity_995,Rent Transaction,Card,Operations,Pretoria,2026-01,868,0
300542,2026-02-27,Business,Income,Software,Software Sub,14957,Entity_404,Software Transaction,Card,Operations,Cape Town,2026-02,14957,0
300543,2026-01-11,Business,Expense,Utilities,Utilities Sub,-2586,Entity_876,Utilities Transaction,Eft,Sales,Pretoria,2026-01,0,2586
300544,2026-01-19,Card,Expense,Software,Software Sub,-8518,Entity_962,Software Transaction,Eft,Sales,Durban,2026-01,0,8518
300545,2026-01-08,Business,Expense,Consulting,Consulting Sub,-18859,Entity_665,Consulting Transaction,Card,Sales,Cape Town,2026-01,0,18859
300546,2026-02-15,Card,Income,Travel,Travel Sub,7480,Entity_627,Travel Transaction,Eft,Operations,Cape Town,2026-02,7480,0
300547,2026-02-01,Business,Income,Marketing,Marketing Sub,12498,Entity_628,Marketing Transaction,Eft,Operations,Cape Town,2026-02,12498,0
300548,2026-01-07,Card,Income,Sales,Sales Sub,12671,Entity_525,Sales Transaction,Cash,Sales,Cape Town,2026-01,12671,0
300549,2026-03-06,Card,Income,Consulting,Consulting Sub,2648,Entity_910,Consulting Transaction,Eft,Admin,Cape Town,2026-03,2648,0
300550,2026-02-17,Card,Expense,Utilities,Utilities Sub,-3206,Entity_344,Utilities Transaction,Eft,Sales,Johannesburg,2026-02,0,3206
300551,2026-02-19,Business,Income,Travel,Travel Sub,11038,Entity_652,Travel Transaction,Cash,Admin,Pretoria,2026-02,11038,0
300552,2026-01-29,Card,Income,Utilities,Utilities Sub,19317,Entity_209,Utilities Transaction,Eft,Admin,Cape Town,2026-01,19317,0
300553,2026-02-11,Card,Expense,Marketing,Marketing Sub,-5677,Entity_669,Marketing Transaction,Cash,Admin,Johannesburg,2026-02,0,5677
300554,2026-03-05,Card,Income,Marketing,Marketing Sub,11270,Entity_828,Marketing Transaction,Eft,Operations,Johannesburg,2026-03,11270,0
300555,2026-02-03,Business,Income,Software,Software Sub,6422,Entity_891,Software Transaction,Eft,Sales,Cape Town,2026-02,6422,0
300556,2026-03-02,Card,Expense,Utilities,Utilities Sub,-1304,Entity_981,Utilities Transaction,Card,Sales,Johannesburg,2026-03,0,1304
300557,2026-03-09,Business,Expense,Consulting,Consulting Sub,-8862,Entity_680,Consulting Transaction,Card,Sales,Cape Town,2026-03,0,8862
300558,2026-01-01,Business,Expense,Software,Software Sub,-10667,Entity_273,Software Transaction,Eft,Admin,Johannesburg,2026-01,0,10667
300559,2026-01-04,Card,Expense,Marketing,Marketing Sub,-11081,Entity_893,Marketing Transaction,Eft,Sales,Cape Town,2026-01,0,11081
300560,2026-01-06,Business,Expense,Consulting,Consulting Sub,-5611,Entity_901,Consulting Transaction,Cash,Admin,Pretoria,2026-01,0,5611
300561,2026-03-15,Business,Income,Utilities,Utilities Sub,16650,Entity_920,Utilities Transaction,Card,Operations,Cape Town,2026-03,16650,0
300562,2026-02-17,Card,Expense,Sales,Sales Sub,-6884,Entity_984,Sales Transaction,Eft,Operations,Cape Town,2026-02,0,6884
300563,2026-03-20,Card,Expense,Utilities,Utilities Sub,-13491,Entity_781,Utilities Transaction,Cash,Admin,Pretoria,2026-03,0,13491
300564,2026-02-28,Business,Expense,Software,Software Sub,-18836,Entity_750,Software Transaction,Eft,Sales,Cape Town,2026-02,0,18836
300565,2026-02-11,Business,Expense,Travel,Travel Sub,-12834,Entity_244,Travel Transaction,Eft,Sales,Durban,2026-02,0,12834
300566,2026-03-11,Business,Income,Consulting,Consulting Sub,17616,Entity_532,Consulting Transaction,Eft,Sales,Cape Town,2026-03,17616,0
300567,2026-03-12,Card,Expense,Consulting,Consulting Sub,-19904,Entity_217,Consulting Transaction,Card,Sales,Durban,2026-03,0,19904
300568,2026-02-16,Card,Income,Travel,Travel Sub,7283,Entity_755,Travel Transaction,Eft,Operations,Johannesburg,2026-02,7283,0
300569,2026-03-04,Business,Income,Rent,Rent Sub,19816,Entity_616,Rent Transaction,Eft,Sales,Cape Town,2026-03,19816,0
300570,2026-03-05,Business,Income,Software,Software Sub,2184,Entity_119,Software Transaction,Card,Sales,Cape Town,2026-03,2184,0
300571,2026-02-23,Card,Expense,Utilities,Utilities Sub,-9631,Entity_454,Utilities Transaction,Card,Admin,Durban,2026-02,0,9631
300572,2026-03-01,Business,Expense,Rent,Rent Sub,-1919,Entity_728,Rent Transaction,Cash,Sales,Johannesburg,2026-03,0,1919
300573,2026-02-11,Card,Income,Software,Software Sub,17683,Entity_505,Software Transaction,Card,Admin,Johannesburg,2026-02,17683,0
300574,2026-03-10,Business,Income,Software,Software Sub,12569,Entity_444,Software Transaction,Card,Sales,Cape Town,2026-03,12569,0
300575,2026-01-25,Business,Expense,Consulting,Consulting Sub,-2822,Entity_875,Consulting Transaction,Eft,Operations,Cape Town,2026-01,0,2822
300576,2026-03-11,Business,Income,Utilities,Utilities Sub,18857,Entity_546,Utilities Transaction,Card,Admin,Durban,2026-03,18857,0
300577,2026-03-16,Business,Income,Utilities,Utilities Sub,5110,Entity_412,Utilities Transaction,Eft,Admin,Johannesburg,2026-03,5110,0
300578,2026-01-24,Card,Income,Marketing,Marketing Sub,6635,Entity_985,Marketing Transaction,Eft,Operations,Pretoria,2026-01,6635,0
300579,2026-03-17,Business,Expense,Consulting,Consulting Sub,-7849,Entity_921,Consulting Transaction,Eft,Sales,Durban,2026-03,0,7849
300580,2026-01-18,Business,Expense,Travel,Travel Sub,-4731,Entity_592,Travel Transaction,Cash,Admin,Johannesburg,2026-01,0,4731
300581,2026-03-14,Business,Income,Sales,Sales Sub,3686,Entity_573,Sales Transaction,Eft,Operations,Pretoria,2026-03,3686,0
300582,2026-02-27,Business,Expense,Travel,Travel Sub,-1415,Entity_23,Travel Transaction,Cash,Sales,Cape Town,2026-02,0,1415
300583,2026-02-15,Business,Expense,Software,Software Sub,-17938,Entity_976,Software Transaction,Eft,Admin,Durban,2026-02,0,17938
300584,2026-03-22,Business,Income,Software,Software Sub,17163,Entity_448,Software Transaction,Card,Sales,Cape Town,2026-03,17163,0
300585,2026-01-01,Card,Income,Marketing,Marketing Sub,1079,Entity_284,Marketing Transaction,Eft,Operations,Cape Town,2026-01,1079,0
300586,2026-03-16,Card,Income,Marketing,Marketing Sub,2672,Entity_306,Marketing Transaction,Cash,Admin,Cape Town,2026-03,2672,0
300587,2026-02-25,Card,Expense,Utilities,Utilities Sub,-835,Entity_66,Utilities Transaction,Card,Sales,Cape Town,2026-02,0,835
300588,2026-01-09,Business,Income,Rent,Rent Sub,8042,Entity_925,Rent Transaction,Eft,Sales,Cape Town,2026-01,8042,0
300589,2026-02-16,Business,Income,Marketing,Marketing Sub,10041,Entity_332,Marketing Transaction,Eft,Admin,Cape Town,2026-02,10041,0
300590,2026-01-22,Card,Expense,Travel,Travel Sub,-17321,Entity_73,Travel Transaction,Cash,Admin,Cape Town,2026-01,0,17321
300591,2026-03-22,Business,Expense,Sales,Sales Sub,-13192,Entity_807,Sales Transaction,Card,Admin,Cape Town,2026-03,0,13192
300592,2026-01-05,Card,Expense,Software,Software Sub,-17474,Entity_935,Software Transaction,Eft,Sales,Cape Town,2026-01,0,17474
300593,2026-02-21,Business,Expense,Rent,Rent Sub,-12830,Entity_220,Rent Transaction,Cash,Admin,Cape Town,2026-02,0,12830
300594,2026-01-25,Card,Income,Consulting,Consulting Sub,13484,Entity_851,Consulting Transaction,Card,Admin,Cape Town,2026-01,13484,0
300595,2026-02-23,Card,Income,Utilities,Utilities Sub,7423,Entity_145,Utilities Transaction,Eft,Sales,Cape Town,2026-02,7423,0
300596,2026-03-20,Business,Income,Software,Software Sub,2737,Entity_43,Software Transaction,Card,Operations,Durban,2026-03,2737,0
300597,2026-01-15,Card,Expense,Software,Software Sub,-4828,Entity_948,Software Transaction,Eft,Admin,Johannesburg,2026-01,0,4828
300598,2026-01-26,Card,Expense,Software,Software Sub,-1363,Entity_569,Software Transaction,Card,Operations,Pretoria,2026-01,0,1363
300599,2026-01-22,Business,Expense,Travel,Travel Sub,-9930,Entity_311,Travel Transaction,Card,Operations,Cape Town,2026-01,0,9930
300600,2026-02-18,Card,Income,Software,Software Sub,17122,Entity_421,Software Transaction,Card,Operations,Johannesburg,2026-02,17122,0
300601,2026-01-06,Business,Expense,Sales,Sales Sub,-2392,Entity_455,Sales Transaction,Eft,Admin,Johannesburg,2026-01,0,2392
300602,2026-01-12,Business,Income,Sales,Sales Sub,9265,Entity_216,Sales Transaction,Card,Operations,Cape Town,2026-01,9265,0
300603,2026-01-16,Business,Income,Rent,Rent Sub,17333,Entity_719,Rent Transaction,Eft,Sales,Pretoria,2026-01,17333,0
300604,2026-03-12,Card,Income,Marketing,Marketing Sub,18189,Entity_314,Marketing Transaction,Card,Sales,Johannesburg,2026-03,18189,0
300605,2026-02-19,Card,Expense,Marketing,Marketing Sub,-2142,Entity_556,Marketing Transaction,Eft,Admin,Cape Town,2026-02,0,2142
300606,2026-02-06,Card,Expense,Utilities,Utilities Sub,-18540,Entity_764,Utilities Transaction,Cash,Operations,Johannesburg,2026-02,0,18540
300607,2026-03-04,Business,Expense,Travel,Travel Sub,-3676,Entity_114,Travel Transaction,Card,Sales,Johannesburg,2026-03,0,3676
300608,2026-03-27,Business,Income,Marketing,Marketing Sub,5021,Entity_32,Marketing Transaction,Card,Sales,Durban,2026-03,5021,0
300609,2026-01-31,Business,Expense,Rent,Rent Sub,-9764,Entity_198,Rent Transaction,Eft,Sales,Cape Town,2026-01,0,9764
300610,2026-02-20,Business,Expense,Rent,Rent Sub,-6097,Entity_992,Rent Transaction,Eft,Admin,Cape Town,2026-02,0,6097
300611,2026-02-23,Business,Income,Software,Software Sub,14472,Entity_103,Software Transaction,Card,Admin,Pretoria,2026-02,14472,0
300612,2026-03-14,Card,Income,Travel,Travel Sub,8241,Entity_892,Travel Transaction,Eft,Sales,Cape Town,2026-03,8241,0
300613,2026-03-31,Card,Income,Rent,Rent Sub,12439,Entity_669,Rent Transaction,Card,Sales,Cape Town,2026-03,12439,0
300614,2026-01-30,Business,Income,Utilities,Utilities Sub,7908,Entity_840,Utilities Transaction,Card,Sales,Johannesburg,2026-01,7908,0
300615,2026-01-17,Business,Expense,Rent,Rent Sub,-4768,Entity_564,Rent Transaction,Card,Operations,Durban,2026-01,0,4768
300616,2026-02-23,Card,Income,Rent,Rent Sub,6037,Entity_811,Rent Transaction,Card,Operations,Cape Town,2026-02,6037,0
300617,2026-01-12,Card,Income,Utilities,Utilities Sub,3609,Entity_303,Utilities Transaction,Eft,Admin,Cape Town,2026-01,3609,0
300618,2026-02-24,Card,Expense,Marketing,Marketing Sub,-7347,Entity_738,Marketing Transaction,Eft,Admin,Johannesburg,2026-02,0,7347
300619,2026-03-13,Card,Expense,Travel,Travel Sub,-2138,Entity_543,Travel Transaction,Eft,Operations,Durban,2026-03,0,2138
300620,2026-01-12,Card,Expense,Software,Software Sub,-2091,Entity_819,Software Transaction,Eft,Admin,Cape Town,2026-01,0,2091
300621,2026-02-19,Business,Income,Travel,Travel Sub,7266,Entity_54,Travel Transaction,Card,Sales,Cape Town,2026-02,7266,0
300622,2026-03-22,Card,Expense,Rent,Rent Sub,-6074,Entity_918,Rent Transaction,Eft,Sales,Johannesburg,2026-03,0,6074
300623,2026-01-10,Card,Expense,Software,Software Sub,-15625,Entity_196,Software Transaction,Card,Admin,Cape Town,2026-01,0,15625
300624,2026-03-28,Business,Expense,Travel,Travel Sub,-16549,Entity_980,Travel Transaction,Card,Operations,Johannesburg,2026-03,0,16549
300625,2026-02-02,Card,Expense,Consulting,Consulting Sub,-19920,Entity_258,Consulting Transaction,Card,Sales,Cape Town,2026-02,0,19920
300626,2026-01-09,Business,Income,Utilities,Utilities Sub,14252,Entity_853,Utilities Transaction,Eft,Sales,Durban,2026-01,14252,0
300627,2026-03-02,Card,Expense,Sales,Sales Sub,-1699,Entity_418,Sales Transaction,Card,Sales,Pretoria,2026-03,0,1699
300628,2026-03-17,Card,Income,Utilities,Utilities Sub,12780,Entity_600,Utilities Transaction,Eft,Admin,Pretoria,2026-03,12780,0
300629,2026-01-16,Card,Expense,Rent,Rent Sub,-8690,Entity_533,Rent Transaction,Card,Operations,Pretoria,2026-01,0,8690
300630,2026-02-18,Business,Income,Marketing,Marketing Sub,18465,Entity_394,Marketing Transaction,Card,Admin,Pretoria,2026-02,18465,0
300631,2026-01-25,Business,Income,Consulting,Consulting Sub,3694,Entity_208,Consulting Transaction,Eft,Operations,Johannesburg,2026-01,3694,0
300632,2026-03-28,Card,Income,Consulting,Consulting Sub,15466,Entity_558,Consulting Transaction,Card,Operations,Pretoria,2026-03,15466,0
300633,2026-01-05,Business,Income,Rent,Rent Sub,1583,Entity_743,Rent Transaction,Card,Sales,Cape Town,2026-01,1583,0
300634,2026-02-26,Card,Expense,Utilities,Utilities Sub,-9485,Entity_817,Utilities Transaction,Eft,Admin,Johannesburg,2026-02,0,9485
300635,2026-01-24,Card,Expense,Travel,Travel Sub,-13813,Entity_742,Travel Transaction,Cash,Admin,Johannesburg,2026-01,0,13813
300636,2026-03-26,Business,Expense,Travel,Travel Sub,-13290,Entity_499,Travel Transaction,Card,Sales,Durban,2026-03,0,13290
300637,2026-01-01,Business,Expense,Software,Software Sub,-19572,Entity_775,Software Transaction,Eft,Sales,Pretoria,2026-01,0,19572
300638,2026-03-17,Business,Income,Marketing,Marketing Sub,11283,Entity_419,Marketing Transaction,Card,Sales,Cape Town,2026-03,11283,0
300639,2026-02-17,Card,Expense,Software,Software Sub,-16601,Entity_330,Software Transaction,Card,Admin,Cape Town,2026-02,0,16601
300640,2026-02-14,Business,Income,Travel,Travel Sub,18565,Entity_689,Travel Transaction,Eft,Operations,Durban,2026-02,18565,0
300641,2026-02-11,Business,Income,Travel,Travel Sub,18115,Entity_50,Travel Transaction,Eft,Admin,Durban,2026-02,18115,0
300642,2026-01-22,Business,Expense,Consulting,Consulting Sub,-1671,Entity_55,Consulting Transaction,Eft,Admin,Cape Town,2026-01,0,1671
300643,2026-01-22,Card,Expense,Utilities,Utilities Sub,-17928,Entity_410,Utilities Transaction,Eft,Operations,Johannesburg,2026-01,0,17928
300644,2026-02-05,Card,Expense,Rent,Rent Sub,-13365,Entity_578,Rent Transaction,Cash,Operations,Johannesburg,2026-02,0,13365
300645,2026-01-16,Business,Expense,Consulting,Consulting Sub,-14489,Entity_93,Consulting Transaction,Cash,Operations,Pretoria,2026-01,0,14489
300646,2026-02-24,Card,Expense,Travel,Travel Sub,-12920,Entity_910,Travel Transaction,Cash,Admin,Johannesburg,2026-02,0,12920
300647,2026-03-18,Business,Income,Sales,Sales Sub,13450,Entity_272,Sales Transaction,Card,Operations,Johannesburg,2026-03,13450,0
300648,2026-02-15,Business,Income,Consulting,Consulting Sub,556,Entity_286,Consulting Transaction,Eft,Operations,Pretoria,2026-02,556,0
